model_key,repo_name,file_path,split,level,gold_snippet_index,injection_layer,rank,baseline_input_tokens,vector_input_tokens,vector_f_input_tokens,vector_f_sum_input_tokens,matrix_input_tokens,matrix_f_input_tokens,input_reduction_vector,input_reduction_vector_f,input_reduction_vector_f_sum,input_reduction_matrix,input_reduction_matrix_f,baseline_edit_sim,vector_edit_sim,vector_f_edit_sim,vector_f_sum_edit_sim,matrix_edit_sim,matrix_f_edit_sim,baseline_exact_match,vector_exact_match,vector_f_exact_match,vector_f_sum_exact_match,matrix_exact_match,matrix_f_exact_match,delta_vector,delta_vector_f,delta_vector_f_sum,delta_matrix,delta_matrix_f,f_contrib_vector,f_contrib_matrix,sum_vs_code_f,baseline_output,vector_output,vector_f_output,vector_f_sum_output,matrix_output,matrix_f_output,gold_next_line,fact_block,summary_block,elapsed_baseline_s,elapsed_vector_s,elapsed_vector_f_s,elapsed_vector_f_sum_s,elapsed_matrix_s,elapsed_matrix_f_s
deepseek-14b,SciPhi-AI/agent-search,agent_search/search/base.py,cross_file_first,2k,3,29,8,607,173,235,202,173,235,0.715,0.6129,0.6672,0.715,0.6129,0.814,0.814,0.814,0.814,0.814,0.814,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        self.config = load_config(),        self.config = load_config(),        self.config = load_config(),        self.config = load_config(),        self.config = load_config(),        self.config = load_config(),"        self.config = load_config()[""agent_search""]","Facts: __init__(self, **data: Any); to_string_dict(self) -> dict; from_dict(cls, data: dict); cosine_similarity(v1: np.ndarray, v2: np.ndarray) -> float; load_config(config_dir: Optional[str] = None) -> configparser.ConfigParser","Summary:
The code defines a dataclass for search results, a cosine similarity function, and utility functions for data paths and configuration loading.
</think>",7.19,2.99,3.88,3.18,2.98,3.88
deepseek-14b,joenghl/HYPO,hypo/algo/hypo_bc.py,cross_file_first,2k,0,29,8,694,145,207,204,145,207,0.7911,0.7017,0.7061,0.7911,0.7017,0.4912,0.3667,0.5185,0.4,0.5185,0.5556,False,False,False,False,False,False,-0.1245,0.0273,-0.0912,0.0273,0.0644,0.1518,0.0371,-0.1185,        # Initialize actor,        # Initialize networks,        # Actor network,        # 策略网络,        # Actor network,        # actor network,        self.actor = PPOPolicy(,"Facts: __init__(self, state_shape, action_shape, hidden_units=(64, 64); evaluate_log_pi(self, states, actions); __init__(self, state_shape, action_shape, device, seed, logger, gamma); explore(self, state); exploit(self, state)","Summary:
The code is part of a reinforcement learning implementation, with a PPO policy and a base algorithm class. The PPOPolicy class defines a neural network policy, while the Algorithm class provides a framework for reinforcement learning algorithms, including methods for exploration, exploitati",8.21,2.89,3.28,3.22,2.88,3.28
deepseek-14b,uhppoted/uhppoted-app-home-assistant,custom_components/uhppoted/config.py,cross_file_first,2k,8,29,8,1109,515,569,547,515,569,0.5356,0.4869,0.5068,0.5356,0.4869,0.7736,0.7736,0.7736,0.7736,0.7736,0.7736,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    if options and CONF_DOORS in options:,    if options and CONF_DOORS in options:,    if options and CONF_DOORS in options:,    if options and CONF_DOORS in options:,    if options and CONF_DOORS in options:,    if options and CONF_DOORS in options:,    if name.strip() != '-' and options and CONF_DOORS in options:,Facts: CONF_CONTROLLERS = 'controllers'; CONF_CARD_NAME = 'card_name'; ERR_INVALID_DOOR_ID = 'invalid_door_id'; ERR_DUPLICATE_DOOR_ID = 'duplicate_door_id'; ERR_DUPLICATE_DOOR_IDS = 'duplicate_door_ids',"Summary:
The code above is a collection of constants used in a custom Home Assistant component. These constants are used to define configuration options and error messages.
</think>",12.17,6.54,6.73,6.66,6.53,6.72
deepseek-14b,loliverhennigh/PhantomGaze,phantomgaze/render/camera.py,cross_file_first,2k,0,29,8,714,245,265,327,245,265,0.6569,0.6289,0.542,0.6569,0.6289,1.0,1.0,1.0,1.0,0.3478,0.3478,True,True,True,True,False,False,0.0,0.0,0.0,-0.6522,-0.6522,0.0,0.0,0.0,    forward = normalize(forward),    forward = normalize(forward),    forward = normalize(forward),    forward = normalize(forward),"    right = cross(camera_up, forward)","    right = cross(camera_up, forward)",    forward = normalize(forward),"Facts: normalize(vector); dot(vector1, vector2); cross(vector1, vector2)","Summary:
This code defines three mathematical functions for use in CUDA kernels: normalize, dot, and cross. Each function operates on tuples representing vectors and returns the corresponding result. The normalize function computes the Euclidean norm and returns the unit vector. The dot function cal",8.37,4.09,4.39,4.66,4.09,4.41
deepseek-14b,finalparanoia/Bert-VITS2-Preprocess,main.py,cross_file_first,2k,4,29,8,835,85,120,124,85,120,0.8982,0.8563,0.8515,0.8982,0.8563,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,    gen_config(dataset_name),    gen_config(dataset_name),    gen_config(dataset_name),    gen_config(dataset_name),    gen_config(dataset_name),    gen_config(dataset_name),    gen_config(dataset_name),Facts: create(dataset_name: str); tag(dataset_name: str); resample(dataset_name: str); clean(dataset_name: str); gen_config(dataset_name: str),"Summary:
This codebase is for preprocessing audio datasets for a VITS2 model. It includes functions for creating, tagging, resampling, cleaning, and generating configuration files for datasets.
</think>",9.68,2.39,2.74,0.74,2.39,2.74
deepseek-14b,intelheropuck/steam.com-scraping,listingcollector.py,cross_file_first,2k,2,29,8,1234,656,698,691,656,698,0.4684,0.4344,0.44,0.4684,0.4344,1.0,0.4966,0.7429,0.7429,0.5421,0.7429,True,False,False,False,False,False,-0.5034,-0.2571,-0.2571,-0.4579,-0.2571,0.2463,0.2008,0.0,                        listing = Listing(,"                        db.add_listing(listing_id, item_name, price, owner_name, owner_avatar, url, online)",                        pass,                        pass,"                        print(f""Found online user: {owner_name}"")",                        pass,                        listing = Listing(,"Facts: parse_price(string); get_instance(cls); __init__(self); insert_listing(self, lst); get_listings(self, minprice=0, maxprice=-1, limit=50)","Summary:
This code is part of a Steam scraping project. It includes a database class for PostgreSQL interaction, a listing class, and a helper function to parse prices.
</think>",13.09,7.98,8.21,8.18,7.97,8.2
deepseek-14b,iesl/softmax_CPR_recommend,recbole/model/sequential_recommender/sasrec.py,cross_file_first,2k,0,29,8,1235,225,325,270,225,325,0.8178,0.7368,0.7814,0.8178,0.7368,1.0,1.0,1.0,1.0,1.0,1.0,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,class SASRec(SequentialRecommender):,class SASRec(SequentialRecommender):,class SASRec(SequentialRecommender):,class SASRec(SequentialRecommender):,class SASRec(SequentialRecommender):,class SASRec(SequentialRecommender):,class SASRec(SequentialRecommender):,"Facts: __init__(
        self,
        n_layers=2,
        n_heads=2,
        hidden_size=64,
        inner_size=256,
        hidden_dropout_prob=0.5,
        attn_dropout_prob=0.5,
        hidden_act='gelu',
        layer_norm_eps=1e-12
    ); __init__(self, gamma=1e-10); hidden_states (torch.Tenso","Summary:
This code is part of a recommendation system, specifically for sequential recommendation models. It includes a base class for sequential recommenders, a transformer encoder layer, and a loss function based on Bayesian Personalized Ranking.
</think>",13.12,3.65,4.63,4.41,3.64,4.62
deepseek-14b,TheJacksonLaboratory/geneweaver-boolean-algebra,tests/unit/test_boolean_algebra_tool.py,cross_file_first,2k,1,29,8,820,223,223,283,223,223,0.728,0.728,0.6549,0.728,0.728,0.5091,0.6613,0.6613,0.5378,0.547,0.547,False,False,False,False,False,False,0.1522,0.1522,0.0287,0.0379,0.0379,0.0,0.0,-0.1235,                input_sets=[,"                a=BOOLEAN_GENESET_GENES_0,","                a=BOOLEAN_GENESET_GENES_0,","                gene_sets=[""A"", ""B""],","                genesets=[0, 1, 2],","                genesets=[0, 1, 2],","                input_genesets=[BOOLEAN_GENESET_GENES_0, BOOLEAN_GENESET_GENES_1],",,"Summary:
This code defines several constants related to boolean gene sets, including different gene sets and their intersections, differences, and unions. It also includes constants for integer boolean gene sets. The constants are used in unit tests to verify the correctness of boolean algebra opera",9.61,3.6,3.6,4.46,3.6,3.6
deepseek-14b,gregorybchris/typogenetics,tests/test_search.py,cross_file_first,2k,2,29,8,902,95,167,132,95,167,0.8947,0.8149,0.8537,0.8947,0.8149,1.0,0.8169,0.8169,0.7606,0.7568,0.7467,True,False,False,False,False,False,-0.1831,-0.1831,-0.2394,-0.2432,-0.2533,0.0,-0.0101,-0.0563,"        strand = Strand.from_str(""ACGT"")","        strand = Strand(""ATGC"")","        strand = Strand(""ATGC"")","        strand = Strand(""test"")","        strand = Strand(""A"" * 100)","        strand = Strand(""A"" * 1000)","        strand = Strand.from_str(""ACGT"")","Facts: edit(cls, strand: Strand, rng: Generator) -> Strand; mutate(cls, strand: Strand, rng: Generator) -> Strand; insert(cls, strand: Strand, rng: Generator) -> Strand; delete(cls, strand: Strand, rng: Generator) -> Strand; select_edit_type(cls, rng: Generator) -> EditType","Summary:
The code implements a genetic algorithm for text evolution, with mutation, insertion, and deletion operations. The Editor class handles these edits, while Strand represents the evolving text.
</think>",10.03,2.49,2.96,2.83,2.48,2.96
deepseek-14b,kokiez/raydium-convert-SOLorTokens,main.py,cross_file_first,2k,0,29,8,1498,719,738,794,719,738,0.52,0.5073,0.47,0.52,0.5073,0.3774,0.3774,0.3774,0.3774,0.3774,0.3774,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,        try:,        try:,        try:,        try:,        try:,        try:,        pool_keys = fetch_pool_keys(mint),Facts: fetch_pool_keys(mint: str); make_simulate_pool_info_instruction(accounts),"Summary:
This code is part of a project that interacts with the Raydium DEX on Solana. The first function fetches pool information from a JSON file or an API, and the second creates an instruction for simulating pool info.
Okay, I need to read through the provided code and create a structured refere",16.05,8.44,8.82,9.52,8.43,8.82
deepseek-14b,v3ucn/Bert-vits2-V2.2,oldVersion/V210/text/japanese_bert.py,cross_file_first,2k,0,29,8,906,84,143,129,84,143,0.9073,0.8422,0.8576,0.9073,0.8422,0.2969,0.3276,0.2835,0.2772,0.2478,0.2835,False,False,False,False,False,False,0.0307,-0.0134,-0.0197,-0.0491,-0.0134,-0.0441,0.0357,-0.0063,"def load_model(model_name: str, device: str = ""cuda""):","def load_model(model_name, device='cuda'):","def load_model(model_name: str, device: str = ""cpu""):",def load_model(model_name):,"def load_model(model_name, model_path):","def load_model(model_name: str, device: str = ""cpu""):","def get_bert_feature(text, word2ph, device=config.bert_gen_config.device):","Facts: from_dict(cls, dataset_path: str, data: Dict[str, any]); from_dict(cls, data: Dict[str, any]); __init__(self, config_path: str); text2sep_kata(text: str) -> (list, list); Bert_gen_config","Summary:
This codebase appears to be a collection of configuration classes and a Japanese text processing function. The configuration classes are spread across multiple files, and the Japanese function handles text to kana separation and accent extraction.
</think>",10.06,2.37,2.87,2.83,2.37,2.87
deepseek-14b,AVAniketh0905/fluidspy,fluidspylib/fluidspy/numerical/methods/finite_differential.py,cross_file_first,2k,0,29,8,908,124,149,176,124,149,0.8634,0.8359,0.8062,0.8634,0.8359,0.8706,0.4211,0.8132,0.8132,0.3636,0.8675,False,False,False,False,False,False,-0.4495,-0.0574,-0.0574,-0.507,-0.0031,0.3921,0.5039,0.0,"        boundaries: CompositeBoundary,","        material_properties: MaterialProperties,","        boundaries: List[CompositeBoundary],","        boundaries: List[CompositeBoundary],","        step: Step,","        boundary: CompositeBoundary,","        boundary_conditions: CompositeBoundary,",Facts: get_state(self) -> np.ndarray; Dimension(ABC); ThermalProperties(MaterialProperties); SimulationState; Step,"Summary:
This is a Python library for fluid simulations. It includes classes for handling boundaries, dimensions, material properties, simulation states, time steps, and spatial steps. The code is organized into modules for numerical computations, with each class having specific responsibilities.
</",10.06,2.77,2.89,2.99,2.77,2.89
deepseek-14b,yeyingdege/ctr-din-pytorch,din/model.py,cross_file_first,2k,1,29,8,948,213,299,259,213,299,0.7753,0.6846,0.7268,0.7753,0.6846,0.8526,0.7363,0.6222,0.7363,0.7363,0.6222,False,False,False,False,False,False,-0.1163,-0.2304,-0.1163,-0.1163,-0.2304,-0.1141,-0.1141,0.1141,"            FCLayer(input_size=mlp_input_dim, hidden_size=self.hid_dim[0], bias=True, batch_norm=True, dropout_rate=0.2, activation='relu'),","            FCLayer(mlp_input_dim, self.hid_dim[0], activation='relu'),","            FCLayer(mlp_input_dim, HIDDEN_DIM[0], activation='relu'),","            FCLayer(mlp_input_dim, self.hid_dim[0], activation='relu'),","            FCLayer(mlp_input_dim, self.hid_dim[0], activation='relu'),","            FCLayer(mlp_input_dim, HIDDEN_DIM[0], activation='relu'),","            FCLayer(mlp_input_dim, hidden_size=self.hid_dim[1], bias=True, batch_norm=True, activation='dice'),","Facts: __init__(self, num_emb, embedding_dim); forward(self, batch_cat); __init__(self, input_size, 
                 hidden_size, 
                 bias, 
                 batch_norm=False,
                 dropout_rate=0., 
                 activation='relu', 
                 use_sigmoid=False, 
","Summary:
This is a PyTorch implementation of a Deep Interest Network (DIN) for recommendation systems. The code includes embedding layers, fully connected layers with various activation functions, and a dynamic interest network attention layer.
</think>",10.21,3.4,4.52,4.36,3.38,4.52
deepseek-14b,ndiamant/spice,spice/conditional_histogram.py,cross_file_first,2k,0,29,8,1425,151,243,195,151,243,0.894,0.8295,0.8632,0.894,0.8295,0.2143,0.1429,0.1584,0.2034,0.1429,0.1584,False,False,False,False,False,False,-0.0714,-0.0559,-0.0109,-0.0714,-0.0559,0.0155,0.0155,0.045,def plot_histogram(,"def compute_bin_edges(y: torch.Tensor, n_bins: int) in-place:","def get_bin_edges(y: torch.Tensor, n_bins: int) -> torch.Tensor:",def compute_bin_edges(,"def compute_bin_edges(y: torch.Tensor, n_bins: int) in-place:","def get_bin_edges(y: torch.Tensor, n_bins: int) -> torch.Tensor:",class ConditionalHist(BaseLightning):,"Facts: training_step(self, batch: list[torch.Tensor]) -> torch.Tensor; validation_step(self, batch: list[torch.Tensor], *args) -> torch.Tensor; forward(self, x: torch.Tensor) -> torch.Tensor; unique_quantile(
    x: torch.Tensor, n_bins: int, first_bin_zero: bool = True,
    max_try_n_bins: int = No","Summary:
This code is part of a project that implements conformal prediction methods. It includes a Lightning module, neural network components, and utility functions for conformal metrics, quantile calculations, and coverage analysis.
</think>",15.46,2.91,4.04,3.07,2.89,4.04
deepseek-14b,dcharatan/pixelsplat,src/visualization/drawing/points.py,cross_file_first,2k,0,29,8,797,271,378,311,271,378,0.66,0.5257,0.6098,0.66,0.5257,0.5915,0.1565,0.531,0.3168,0.28,0.297,False,False,False,False,False,False,-0.435,-0.0605,-0.2747,-0.3115,-0.2945,0.3745,0.017,-0.2142,"    convert_to_pixel, convert_from_pixel = generate_conversions(","    x, y = points[:, 0], points[:, 1]",    convert = generate_conversions(,    if x_range is None:,"    x = points[..., 0]","    x_min, x_max = 0, w","    world_to_pixel, _ = generate_conversions((h, w), device, x_range, y_range)","Facts: generate_conversions(
    shape: tuple[int, int],
    device: torch.device,
    x_range: Optional[Pair] = None,
    y_range: Optional[Pair] = None,
) -> tuple[; convert_world_to_pixel(
        xy: Float[Tensor, ""*batch 2""],
    ) -> Float[Tensor, ""*batch 2""]; convert_pixel_to_world(
        x","Summary:
This codebase implements a system for visualizing data on images by overlaying rendered graphics. The key components are coordinate conversion functions, image rendering functions, and type sanitization utilities.
</think>",9.54,4.42,5.07,4.58,4.41,5.07
deepseek-14b,ali-vilab/dreamtalk,core/networks/dynamic_fc_decoder.py,cross_file_first,2k,1,29,8,1443,1065,1133,1087,1065,1133,0.262,0.2148,0.2467,0.262,0.2148,1.0,1.0,1.0,1.0,1.0,0.7338,True,True,True,True,True,False,0.0,0.0,0.0,0.0,-0.2662,0.0,-0.2662,0.0,"        self.layers = _get_clones(decoder_layer, num_layers)","        self.layers = _get_clones(decoder_layer, num_layers)","        self.layers = _get_clones(decoder_layer, num_layers)","        self.layers = _get_clones(decoder_layer, num_layers)","        self.layers = _get_clones(decoder_layer, num_layers)",        self.layers = nn.ModuleList([decoder_layer for _ in range(num_layers)]),"        self.layers = _get_clones(decoder_layer, num_layers)","Facts: _get_clones(module, N); __init__(self, in_planes, out_planes, cond_planes, bias=True, K=4, temperature=30, ratio=4, init_weight=True); forward(self, x, cond); cond (_type_): (B, C_style); DynamicLinear(nn.Module)","Summary:
This code is part of a neural network implementation, focusing on transformer and dynamic linear layers.
</think>",15.51,11.92,12.31,12.0,11.91,12.3
