model_key,model_hf_id,repo_name,file_path,example_id,ratio_name,compressor_model,original_input_tokens,compressed_input_tokens,output_tokens,input_token_reduction,exact_match,edit_sim,prefix_match,prediction,gold_next_line,elapsed_s,status,error_type,error_message,compression_meta
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,chinhsuanwu/ifusion,ldm/models/diffusion/ddpm.py,chinhsuanwu/ifusion/ldm/models/diffusion/ddpm.py#10,6x,NousResearch/Llama-2-7b-hf,9369,2572,9,0.7255,True,1.0,False,"        count_params(self.model, verbose=True)","        count_params(self.model, verbose=True)",15.42,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 8400, ""compressed_tokens"": 1622, ""ratio"": ""5.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 19, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,RobertCsordas/moe_attention,dataset/text/chunked_setencepiece_lm_dataset.py,RobertCsordas/moe_attention/dataset/text/chunked_setencepiece_lm_dataset.py#11,6x,NousResearch/Llama-2-7b-hf,2973,1542,12,0.4813,False,0.38,False,"    def do_mmap(self, chunk_index: int):",    def start_test(self) -> WordLevelLanguageModelTestState:,8.81,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 1697, ""compressed_tokens"": 291, ""ratio"": ""5.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 4, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,colour-science/colour-visuals,utilities/generate_plots.py,colour-science/colour-visuals/utilities/generate_plots.py#12,6x,NousResearch/Llama-2-7b-hf,23532,5079,12,0.7842,True,1.0,False,"        (VisualPointerGamut2D, {}, None),","        (VisualPointerGamut2D, {}, None),",31.93,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 22210, ""compressed_tokens"": 4052, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 19, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,rohitsinghlab/sceodesic,sceodesic/sceo_main/run_sceo.py,rohitsinghlab/sceodesic/sceodesic/sceo_main/run_sceo.py#13,6x,NousResearch/Llama-2-7b-hf,2708,1545,8,0.4295,False,0.5333,False,    # ordering the modules by second moment,"    data_embedding, modules = order_by_second_moment(data_embedding, modules)",8.8,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 1372, ""compressed_tokens"": 211, ""ratio"": ""6.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 8, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,StackTipsLab/bloggy,bloggy/models/post.py,StackTipsLab/bloggy/bloggy/models/post.py#14,6x,NousResearch/Llama-2-7b-hf,3587,1073,6,0.7009,False,0.65,False,    category = models.ForeignKey(,    category = models.ManyToManyField(Category),6.89,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 3051, ""compressed_tokens"": 560, ""ratio"": ""5.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 5, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,TheCompAce/ShellSpeak,main.py,TheCompAce/ShellSpeak/main.py#15,6x,NousResearch/Llama-2-7b-hf,10322,1507,4,0.854,True,1.0,False,            setup_menu(),            setup_menu(),11.13,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 9668, ""compressed_tokens"": 889, ""ratio"": ""10.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 4, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,modelscope/normal-depth-diffusion,libs/omnidata_torch/lib/zoe/zoedepth/models/zoedepth/zoedepth_v1.py,modelscope/normal-depth-diffusion/libs/omnidata_torch/lib/zoe/zoedepth/models/zoedepth/zoedepth_v1.py#16,6x,NousResearch/Llama-2-7b-hf,8080,2833,10,0.6494,False,0.8036,False,        self.dist_layer = ConditionalLogBinomial(,        self.conditional_log_binomial = ConditionalLogBinomial(,16.04,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 6424, ""compressed_tokens"": 1219, ""ratio"": ""5.3x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 9, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,upfusion3d/upfusion,control_net/cldm/cldm_dfslt.py,upfusion3d/upfusion/control_net/cldm/cldm_dfslt.py#17,6x,NousResearch/Llama-2-7b-hf,22277,5312,6,0.7615,True,1.0,False,                TimestepEmbedSequential(,                TimestepEmbedSequential(,32.43,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 20991, ""compressed_tokens"": 4053, ""ratio"": ""5.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 16, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,liuqidong07/MOELoRA-peft,src/MLoRA/peft/tuners/prompt_tuning.py,liuqidong07/MOELoRA-peft/src/MLoRA/peft/tuners/prompt_tuning.py#18,6x,NousResearch/Llama-2-7b-hf,911,632,14,0.3063,False,0.4486,False,        if self.prompt_tuning_init == PromptTuningInit.TEXT:,        self.peft_type = PeftType.PROMPT_TUNING,4.08,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 396, ""compressed_tokens"": 118, ""ratio"": ""3.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,KieDani/Towards_3D_Object_Localization,general/train.py,KieDani/Towards_3D_Object_Localization/general/train.py#19,6x,NousResearch/Llama-2-7b-hf,6192,3402,9,0.4506,False,0.3636,False,        plt.imshow(img.astype(np.uint8)),"        heatmap = create_heatmaps(joint, (H, W)).squeeze(0)",18.49,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 3312, ""compressed_tokens"": 564, ""ratio"": ""5.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 15, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,facebookresearch/chat2map-official,main.py,facebookresearch/chat2map-official/main.py#20,6x,NousResearch/Llama-2-7b-hf,3641,912,7,0.7495,False,0.2917,False,    config.TK_CONFIG = args,    trainer_init = baseline_registry.get_trainer(config.TRAINER_NAME),7.3,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 3280, ""compressed_tokens"": 551, ""ratio"": ""6.0x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,nexB/dejacode,product_portfolio/admin.py,nexB/dejacode/product_portfolio/admin.py#21,6x,NousResearch/Llama-2-7b-hf,26702,6036,16,0.7739,False,0.3363,False,    changeform_view_on_site = DataspacedAdmin.changeform_view_on_site,    mass_update_form = ProductMassUpdateForm,37.94,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 25232, ""compressed_tokens"": 4657, ""ratio"": ""5.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 45, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,BobaZooba/xllm,src/xllm/experiments/base.py,BobaZooba/xllm/src/xllm/experiments/base.py#22,6x,NousResearch/Llama-2-7b-hf,22882,5163,10,0.7744,True,1.0,False,            self.tokenizer = self.build_tokenizer(),            self.tokenizer = self.build_tokenizer(),31.03,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 21515, ""compressed_tokens"": 3900, ""ratio"": ""5.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 17, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,spla-tam/SplaTAM,scripts/splatam.py,spla-tam/SplaTAM/scripts/splatam.py#23,6x,NousResearch/Llama-2-7b-hf,20381,5125,8,0.7485,False,0.8276,False,    seed_everything(experiment.seed),    seed_everything(seed=experiment.config['seed']),31.49,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 18492, ""compressed_tokens"": 3401, ""ratio"": ""5.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 29, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,aliyun/pai-python-sdk,pai/model.py,aliyun/pai-python-sdk/pai/model.py#24,6x,NousResearch/Llama-2-7b-hf,14188,3393,10,0.7609,False,0.8649,False,"        session: Optional[Session] = None,","        session: Session = None,",20.56,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 13000, ""compressed_tokens"": 2256, ""ratio"": ""5.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 23, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,MTgeophysics/mtpy-v2,tests/core/test_mt_collection.py,MTgeophysics/mtpy-v2/tests/core/test_mt_collection.py#25,6x,NousResearch/Llama-2-7b-hf,22541,4250,7,0.8115,False,0.8276,False,            tf = MT(tf_fn),            original = MT(tf_fn),25.77,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 21171, ""compressed_tokens"": 2953, ""ratio"": ""7.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 3, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,AIFSH/NativeSpeaker,src/core.py,AIFSH/NativeSpeaker/src/core.py#26,6x,NousResearch/Llama-2-7b-hf,9905,2189,21,0.779,False,0.7091,False,"        audio_process = AudioProcess(agg=0.5, is_half=True, tta=False)",        audio_process = AudioProcess(15),13.76,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 9367, ""compressed_tokens"": 1661, ""ratio"": ""5.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 11, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,acolas1/KGSimple,simplify_batched.py,acolas1/KGSimple/simplify_batched.py#27,6x,NousResearch/Llama-2-7b-hf,21753,2982,9,0.8629,False,0.3781,False,        scores.append(FluencyScorer()),"        scores.append({""name"": ""fluency"", ""model"": FluencyScorer(1, log=False, laplace_smooth=True, prob_dict_path=args.prob_dict_path), ""sign"": 1, ""weight"": 1.0})",20.26,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 21159, ""compressed_tokens"": 2435, ""ratio"": ""8.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 12, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,shercoo/RGDiffSR,ldm/models/diffusion/ddpm.py,shercoo/RGDiffSR/ldm/models/diffusion/ddpm.py#28,6x,NousResearch/Llama-2-7b-hf,11667,3454,3,0.704,False,0.7391,False,            else:,            elif isimage(xc):,20.58,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 10033, ""compressed_tokens"": 1899, ""ratio"": ""5.3x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 24, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,asdfghjil/XMUCourseCheckin,checkin.py,asdfghjil/XMUCourseCheckin/checkin.py#29,6x,NousResearch/Llama-2-7b-hf,1460,1142,16,0.2178,False,0.7737,False,"    checkinList = getCheckinList(session, http_header, userInfo)","    lesson = printCheckinList(session, http_header, userInfo, today=True)",6.51,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 508, ""compressed_tokens"": 178, ""ratio"": ""2.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 2, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,KAIST-AILab/palr,train.py,KAIST-AILab/palr/train.py#30,6x,NousResearch/Llama-2-7b-hf,17946,3321,6,0.8149,True,1.0,False,        trainer = PALR(,        trainer = PALR(,21.91,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 16692, ""compressed_tokens"": 2209, ""ratio"": ""7.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 11, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,acolas1/KGSimple,simplify.py,acolas1/KGSimple/simplify.py#31,6x,NousResearch/Llama-2-7b-hf,19458,2415,14,0.8759,False,0.5484,False,"        logger.info(f""t_emb_dim: {t_emb_dim}"")","        model = GAP_Type_model.from_pretrained(checkpoint,t_emb_dim=t_emb_dim)",16.93,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 19045, ""compressed_tokens"": 2035, ""ratio"": ""9.4x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 11, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,kakaobrain/cxr-clip,cxrclip/data/datasets/imagetext.py,kakaobrain/cxr-clip/cxrclip/data/datasets/imagetext.py#32,6x,NousResearch/Llama-2-7b-hf,1859,1252,19,0.3265,False,0.6197,False,"            prompt1 = generate_report_from_labels(labels, self.tokenizer, self.text_max_length)",            text = generate_report_from_labels(,7.0,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 739, ""compressed_tokens"": 146, ""ratio"": ""5.1x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 3, ""used_merged_context"": false}"
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,shell-nlp/gpt_server,gpt_server/serving/main.py,shell-nlp/gpt_server/gpt_server/serving/main.py#33,6x,NousResearch/Llama-2-7b-hf,993,685,15,0.3102,False,0.6667,False,"                + f"" --model_name_or_path {model_name_or_path}""","                + f"" --master_port {get_free_tcp_port()}""",4.28,ok,,,"{""kwargs"": {""question"": """", ""condition_in_question"": ""none"", ""reorder_context"": ""original"", ""dynamic_context_compression_ratio"": 0.0, ""condition_compare"": false, ""context_budget"": ""+0"", ""rank_method"": ""llmlingua"", ""rate"": 0.17}, ""origin_tokens"": 387, ""compressed_tokens"": 74, ""ratio"": ""5.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 5, ""used_merged_context"": false}"
