model_key,model_hf_id,task,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,attention_estimated_gb
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,5e7675388334946fc508c4c8ac4ab0c491910fcc0e048bfd,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5432,1376,5408,1352,25,0.7467,True,0.1429,"The SR connector is based on the BNC connector, which is often used for coaxial cable.",coaxial,5.73,ok,,,2.198
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,78e73e15102e688a5b5f43155b11658907db8caa30fdb16e,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",1850,488,1815,453,37,0.7362,False,1.0,"Suining had a population of 658,798 in 2002.","In 2002, Suining had a population of 658,798.",3.82,ok,,,0.255
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,4d6aafffd109cb61fd543f44bda770fda0cf1e1c3798548b,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4689,1200,4652,1163,37,0.7441,True,1.0,Albert Park,Albert Park,5.61,ok,,,1.638
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5029,1269,5013,1253,18,0.7477,True,0.5,"He was born in Toronto, Ontario.","Toronto, Ontario",4.52,ok,,,1.884
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",3982,1015,3955,988,29,0.7451,True,1.0,Henry Goes Arizona.,Henry Goes Arizona,4.77,ok,,,1.181
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5433,1371,5415,1353,20,0.7477,False,0.0,"His father, William Thomas Le Poer Trench, died in 1899.",,6.41,ok,,,2.199
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5966,1505,5948,1487,19,0.7477,True,0.4444,"Marion Byron was born in Dayton, Ohio.","Dayton, Ohio",4.42,ok,,,2.652
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5102,1292,5080,1270,24,0.7468,True,0.2353,"The director of the film Sweepstakes is Albert S. Rogell, who was born in Oklahoma City, Oklahoma.","Oklahoma City, Oklahoma",5.65,ok,,,1.939
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",2339,599,2320,580,21,0.7439,True,0.2,"Yes, both Nick Varner and Carl Duser are American.",yes,1.99,ok,,,0.408
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5742,1448,5725,1431,19,0.7478,False,0.0,Annia Fundania Faustina,,6.17,ok,,,2.456
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4616,1169,4595,1148,23,0.7468,False,0.3333,"Perth, Western Australia","Castlemaine, Victoria, Australia",5.17,ok,,,1.588
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6729,1697,6709,1677,21,0.7478,False,0.0,Bhanurangsi Savangse,,7.88,ok,,,3.374
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5003,1277,4968,1242,37,0.7448,True,0.3333,"Yes, both directors are British.",yes,6.26,ok,,,1.865
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4608,1172,4581,1145,29,0.7457,False,0.0,Khud-Daar,,5.09,ok,,,1.582
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",1800,473,1769,442,32,0.7372,True,0.0952,"No, they are from different countries. Revolt in the Big House is an American film, while The Fugitive (1914 film) is a Russian-French film.",no,3.71,ok,,,0.241
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",2582,665,2556,639,27,0.7424,True,0.4545,"Indradhanura Chhai came out in 1993, while The Death Of Black King was released in 1971. Therefore, The Death Of Black King came out earlier.",The Death Of Black King,4.07,ok,,,0.497
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5299,1345,5272,1318,28,0.7462,True,0.6667,Prince Of Arcadia was released earlier.,Prince Of Arcadia,6.33,ok,,,2.092
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5948,1504,5925,1481,25,0.7471,True,1.0,Köln,Köln,4.81,ok,,,2.636
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",3338,849,3318,829,22,0.7457,True,0.2667,"Erich Haenisch died first. He died in December 1966, while William Pooley died in August 1629.",William Pooley,4.42,ok,,,0.83
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,cab5465c3f7663e5d72c15a32bc04c8a917dac3c03828814,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4847,1229,4824,1206,24,0.7464,False,0.0,Spain,,5.78,ok,,,1.75
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,c997d53083dff6918a3f066cc76c824e43eb4ea21de33c51,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5513,1396,5489,1372,26,0.7468,True,1.0,Wolf Warrior,Wolf Warrior,6.48,ok,,,2.264
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,29ec971fbdf0df2d0c41c497de945024db6159c0c30be307,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5480,1384,5461,1365,21,0.7474,False,0.0,"The director of the film Lady Magdalene's, J. Neil Schulman, won three film-festival awards: ""Best Cutting Edge Film"" at the 2008 San Diego Film Festival, ""Audience Choice -- Feature-Length Narrative Film"" at the 2008 Cinema City Festival, and a ""Special Jury Prize for Libertarian Ideals"" at the 201",,5.73,ok,,,2.237
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,d0b11838d26195f89d1568431f88a02b4f4d8c9cdf99e04a,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6624,1672,6602,1650,23,0.7476,True,0.4444,"Peter Greenaway was born in Newport, Wales.","Newport, Wales",5.08,ok,,,3.269
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4521,1143,4503,1125,20,0.7472,False,0.0,Robert Vadra,,5.43,ok,,,1.523
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,24591a37ff748fb849a62e6a4f4095f7089d7ced43595d01,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5317,1348,5292,1323,27,0.7465,False,0.0,Robert Wulnikowski was born first.,,4.09,ok,,,2.106
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,77a79ad1902a4732e8030d79380395b7e614d65de3cdd038,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",2114,547,2089,522,26,0.7412,True,1.0,Do Musafir,Do Musafir,3.81,ok,,,0.333
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,2c605656720054b6c9e6e0f15f99c1b4675db67e6e098cee,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",1423,376,1395,348,30,0.7358,True,0.1333,"Yes, both Howard Lake (British Columbia) and North Buck Lake (Alberta) are located in Canada.",yes,3.58,ok,,,0.151
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,f7abcc33c22de53769935182a278a199e9f263a12e56673e,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4866,1233,4844,1211,23,0.7466,True,1.0,Mumbai,Mumbai,5.41,ok,,,1.764
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,d0ebddd00bfc9c5747021ae27c0ea5cdf21355bc86b83753,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6633,1674,6611,1652,23,0.7476,False,0.0,"Maurice De Berkeley, 4th Baron Berkeley's maternal grandfather is Thomas de Berkeley, 3rd Baron Berkeley.",,7.73,ok,,,3.278
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,4db5bcd1d49fce674507d9128850eb71b808b7dc4246e882,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6137,1545,6122,1530,16,0.7482,False,0.4,"Helena's father, Paul Vincent Carroll, studied at St. Patrick's College in Glasgow.",St Patrick's College,5.63,ok,,,2.806
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,5a867841d94c9f88f3bc0c333e93484486b09341db474bd6,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5651,1434,5622,1405,30,0.7462,False,0.0,"Sancha of Castile, Queen of Navarre's mother was Sancha of León, who died in León.",,6.61,ok,,,2.379
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,3816f7d8e90a5497a1c0e415bf25218037c690e8e4d0d016,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6187,1567,6160,1540,28,0.7467,False,0.0,Denmark.,,7.29,ok,,,2.852
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7218faa7d718853f8df4329a7242806cf70e63ece56f8cdb,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6208,1566,6189,1547,21,0.7477,False,0.0,Poland,,4.62,ok,,,2.871
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,059802de84ebd63ee99284c9cb2b7db2d45ca66c55e68ee1,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5603,1420,5577,1394,28,0.7466,True,0.6,Miley Naa Miley Hum was released more recently.,Miley Naa Miley Hum,6.57,ok,,,2.339
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,c1d354f1d1855b21eb3c3cd204d5030080ef9e3c7e4b0195,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6261,1585,6234,1558,28,0.7468,True,0.2759,"From Corleone To Brooklyn was directed by Umberto Lenzi, who was born in 1931, while Durango Valley Raiders was directed by Sam Newfield, who was born in 1899. Therefore, From Corleone To Brooklyn has the director born later.",From Corleone To Brooklyn,7.29,ok,,,2.921
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,919cc6b1e482c475dc93740aae3549bc6012d644fb29562c,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4766,1208,4744,1186,24,0.7465,True,0.5714,Jugband Blues came out first.,Jugband Blues,5.31,ok,,,1.692
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,2e86241a9d27925aa52e039067fa83e27e305301188daef7,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",3173,811,3149,787,25,0.7444,True,1.0,Sandflow,Sandflow,4.34,ok,,,0.75
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,93ff7c9369b6ff2f37896b54f6e4d8ff91c125f78ae8bf9a,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5767,1459,5743,1435,26,0.747,True,0.1176,"Andrew Disney attended the Tisch School of the Arts, where he received a BFA in Film Production.",Tisch,6.8,ok,,,2.478
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,544828db02efd1313bfc0a1bdeb8c3df5985c299254b0222,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5556,1406,5533,1383,25,0.7469,True,0.1667,"The director of The Dinner (2013 Film) was born in Eindhoven, Netherlands.",Eindhoven,6.04,ok,,,2.3
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5581,1410,5561,1390,22,0.7474,True,0.2857,"He was born in Mysore, India.",Mysore,5.33,ok,,,2.321
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",1144,307,1115,278,31,0.7316,True,0.1818,"No, because Rhosgoch is in Wales, and Qaleh-Ye Sahar is in Iran.",no,3.51,ok,,,0.098
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,0a64d8873482d91efc595a508218c6ce881c13c95028039e,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",3489,887,3469,867,21,0.7458,True,0.4444,Ruel Redinger is younger than Peter Rosegger.,Ruel Redinger,4.66,ok,,,0.907
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,b1034d8bbeeba5f9001f48311c182d2a20782462f0c2ed65,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5605,1416,5585,1396,22,0.7474,True,0.25,"Christiane Wartenberg was born in Prenzlau, Germany.",Prenzlau,5.12,ok,,,2.341
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,fcc4a49fbe72f1b8ffef144e2e9d85bfc8897ba2864fd521,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6100,1544,6074,1518,27,0.7469,True,0.2963,"Space Probe Taurus was directed by Leonard Katzman, who was born in 1927, and Tom Mix In Arabia was directed by Lynn Reynolds, who was born in 1889. Therefore, Lynn Reynolds is older than Leonard Katzman.",Tom Mix In Arabia,6.45,ok,,,2.772
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,860a0ad0039969cc7f01d512df2b0ea283d8f7d0c08886e5,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6483,1638,6460,1615,25,0.7473,True,0.3529,"The Ballad of Josie was released earlier. It was released in 1967, while Moment of Danger was released in 1960.",Moment Of Danger,7.52,ok,,,3.131
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,1d38c4b905f131417ce218eb86f68305a10160f9757cbeca,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5126,1302,5098,1274,29,0.746,False,0.2222,The Pyrammmid came out first.,Revolt Of The Praetorians,5.67,ok,,,1.958
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6412,1620,6389,1597,25,0.7473,False,0.0,The place of death of Agnes Of Hohenstaufen's husband was in the Holy Roman Empire.,,6.78,ok,,,3.063
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",2370,609,2348,587,23,0.743,False,0.6,"John I, Count of Soissons","Guy II, Count of Soissons",3.89,ok,,,0.418
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,a7d0cfa55dce1e96490d1e6c0188398864724e96a44e4b79,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4955,1259,4928,1232,29,0.7459,False,0.25,Sir John Gage,"Sir Hew Dalrymple, 2nd Baronet",4.22,ok,,,1.829
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,9ef1c9e836fb3844fe16369a346088af89b8da29e24aab1f,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4745,1202,4723,1180,24,0.7467,False,0.6,"Sir Ralph Gore, 2nd Baronet","Sir Paul Gore, 1st Baronet",5.58,ok,,,1.678
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4146,1051,4126,1031,22,0.7465,True,0.1,"The place of death of Randi Monsen's father, Fredrik Monsen, was in Kristiania, which is now known as Oslo, Norway.",Kristiania,4.41,ok,,,1.281
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,3ee59c959e64a29c8a30263816ad47b76ffab36e5b8859ee,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5042,1280,5016,1254,27,0.7461,True,0.3333,"Methala, near Perumbavoor in Kerala.",Methala,5.55,ok,,,1.894
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,cf56ec8180c3c7622a439e68704fc1ff73770f2e8ee2926e,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4167,1071,4128,1032,41,0.743,False,0.0,The Bag Man came out first.,,5.2,ok,,,1.294
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,184929a3ff00c41a966da9d53444da794af70ce90d624205,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6314,1591,6297,1574,19,0.748,False,0.5,Trịnh Cương,Trịnh Bính,6.94,ok,,,2.97
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",1794,466,1770,442,26,0.7402,True,0.3158,"Bajo Otro Sol was released in 1988, while Riding the California Trail was released in 1947. Therefore, Bajo Otro Sol was released more recently.",Bajo Otro Sol,3.9,ok,,,0.24
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,633204c891118a6f3d1ae62d7b444c2ee02ad0cbae4876cc,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4348,1105,4323,1080,26,0.7459,True,1.0,Seven In The Sun,Seven In The Sun,3.7,ok,,,1.409
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,9c5350cca5afdd1a7254dbc26b3642401551473f4b071ce6,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5492,1391,5467,1366,26,0.7467,True,0.3333,"The Drover's Sweetheart came out earlier; it was released in 1911, while Pigsty (Film) was released in 1969.",The Drover'S Sweetheart,5.98,ok,,,2.247
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,8daefc2a4f66b3614a6934857c8c8f9cfdeb3ca23d16e172,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",4632,1173,4612,1153,22,0.7468,True,0.5714,Above Rubies came out earlier.,Above Rubies,5.18,ok,,,1.599
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,6110cb2d4156df8d180fdd01e5f340c4731f7d1f4583fc5a,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",6159,1558,6134,1533,27,0.747,True,1.0,Abu Dhabi,Abu Dhabi,7.15,ok,,,2.826
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,c7347f362602f3a0be4b051c0b68219e0648afa64772bd30,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",2735,702,2710,677,27,0.7433,False,0.0,The date of death is unknown.,,2.57,ok,,,0.557
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,44864cf7bbca78294d1b24c5acfa035f30849d802356aad4,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",5137,1303,5112,1278,27,0.7464,False,0.0,Italy,,4.35,ok,,,1.966
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,c9e8d02824dfbdf95fe9f90c45dc13bc12f45b6969b1467b,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",3859,983,3834,958,27,0.7453,True,0.1176,"X-Paroni came out earlier. It was released in 1964, while Mi Novia Está De Madre was released in 2007.",X-Paroni,4.92,ok,,,1.11
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ececb22cb4bba60194702771c0d4de89658a4798d7efa1a1,4x,46,"[34, 25, 32, 20, 28, 5, 21, 33]",3056,780,3034,758,23,0.7448,False,0.0,"The place of death of Thomas E. Noell's father was in Perryville, Virginia.",,4.24,ok,,,0.696
