model_key,model_hf_id,task,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,attention_estimated_gb
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,9dc6d234e2406aef691ea02ddc2064f343fc30cbc534c937,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5802,1467,5780,1445,24,0.7472,False,0.0,"No, Pothos and Tibouchina are not flowering genera of plants that were Aublé. According to the information provided:",,4.06,ok,,,1.756
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,5e7675388334946fc508c4c8ac4ab0c491910fcc0e048bfd,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5432,1376,5408,1352,25,0.7467,True,0.1333,"SR connector is based on the American BNC connector, which is often used for coaxial cable.",coaxial,4.01,ok,,,1.539
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,78e73e15102e688a5b5f43155b11658907db8caa30fdb16e,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1850,488,1815,453,37,0.7362,False,0.0,:,,3.1,ok,,,0.178
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,hotpotqa,4d6aafffd109cb61fd543f44bda770fda0cf1e1c3798548b,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4689,1200,4652,1163,37,0.7441,True,0.129,"The 1956 Night Series Cup games were played at the Lake Oval, which is is located in the inner suburb of Albert Park, Victoria, Australia, that is 3km south of Melbourne's central business district.",Albert Park,3.84,ok,,,1.147
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5029,1269,5013,1253,18,0.7477,False,0.0,"Jack Eastwood, the husband of Maude Smith, was born in the passage about Maude Smith but no information is provided about his birthplace.",,4.23,ok,,,1.319
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3982,1015,3955,988,29,0.7451,False,0.0,"To determine which film has the director who died first, we need to identify the directors of both films and their respective lifespans:",,3.64,ok,,,0.827
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5433,1371,5415,1353,20,0.7477,False,0.2222,"William Le Poer Trench's father, William Trench, 3rd Earl of Clancarty, died on 22 April 1872.",26 April 1872,4.42,ok,,,1.539
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5966,1505,5948,1487,19,0.7477,True,0.2857,"The wife of Lou Breslow, Marare Byron, was born in Dayton, Ohio.","Dayton, Ohio",4.31,ok,,,1.856
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5102,1292,5080,1270,24,0.7468,True,1.0,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma",3.76,ok,,,1.358
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2339,599,2320,580,21,0.7439,False,0.0,"No, Nick Varner and Carl Duser do not share the same nationality. Nick Varner is an American professional pool player, while Carl Duser was an American Major League Baseball pitcher. Both were born in the United States, but they belong to different sports and have distinct careers. Carl Duser's primary claim to fame is being a professional baseball player, whereas Nick Varner is renowned for his",,3.23,ok,,,0.285
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5742,1448,5725,1431,19,0.7478,False,0.0,"Marcus Annius Libo's aunt was Annia Fundania Faustina, as she was his paternal aunt and married to his uncle Marcus Annius Verus.",,3.97,ok,,,1.72
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4616,1169,4595,1148,23,0.7468,True,0.3,"The director of film Clowning Around is George Whaley, and he was born in Castlemaine, Victoria, Australia.","Castlemaine, Victoria, Australia",3.84,ok,,,1.111
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6729,1697,6709,1677,21,0.7478,False,0.0,"According to the passage, Princess Dibyasambandd's paternal grandfather was Bhanurangsi Savangwongse. This can be inferred from the information provided about her parentage and the details given about her father, Prince Bhan Abkakara Kiartse, who is was the son of Bhanurangsi Savangwongse.",,4.5,ok,,,2.362
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5003,1277,4968,1242,37,0.7448,False,0.0,"No, they do not share the same nationality.",,3.91,ok,,,1.305
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4608,1172,4581,1145,29,0.7457,False,0.0833,"To determine which film has the director who was born earlier, we need to compare the birth years of the directors of both films:",Murderer In The Fog,3.48,ok,,,1.107
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1800,473,1769,442,32,0.7372,True,0.08,"No, Revolt in the Big House and The Fugitive (1914 Film) are not from the same country. Revolt in the Big House is an American film noir from 1958, while The Fugitive (1914 Film) is a Russian-French short film from 1914.",no,3.23,ok,,,0.169
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2582,665,2556,639,27,0.7424,True,0.3571,"To determine which film came out earlier between ""Indradhanura Chhai"" and ""The Death of Black King,"" we need to look at their release years.",The Death Of Black King,3.4,ok,,,0.348
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5299,1345,5272,1318,28,0.7462,True,0.24,"To determine which film was released earlier between ""Prince of Arcadia"" and ""Italia-Germania 4-3,"" we need to look the release years of both films.",Prince Of Arcadia,3.77,ok,,,1.464
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5948,1504,5925,1481,25,0.7471,True,0.125,"Herbert Maisch, the director of the film Nanon (1938), died on October 11, 1974, in Köln.",Köln,3.86,ok,,,1.845
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3338,849,3318,829,22,0.7457,True,0.1905,"Erich Haenisch died first. Erich Haenisch passed 1966, while William Pooley died on 5 August 1629, which is is over 500 years years earlier.",William Pooley,3.59,ok,,,0.581
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,cab5465c3f7663e5d72c15a32bc04c8a917dac3c03828814,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4847,1229,4824,1206,24,0.7464,True,0.1429,"Pablo Sorozábal, the composer of the film score for Miracle of Marcelino, died in Madrid.",Madrid,3.77,ok,,,1.225
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,c997d53083dff6918a3f066cc76c824e43eb4ea21de33c51,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5513,1396,5489,1372,26,0.7468,True,0.0909,"To determine the birth years of the directors, we need to gather more information. However the passage for ""The Man Is Armed,"" it only provides the director's name, Franklin Adreon, but not his birth year. For ""Wolf Warrior,"" the director, Wu Jing, was born in 1974. Therefore, without more specific birth information for Franklin Adreon, we cannot definitively",Wolf Warrior,4.15,ok,,,1.585
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,29ec971fbdf0df2d0c41c497de945024db6159c0c30be307,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5480,1384,5461,1365,21,0.7474,False,0.0,"The director of film Lady Magdalene' won three film-festival awards: ""Best Cutting Edge Film"" at the 2008 San Diego Film Festival, ""Audience Choice Film Festival held, and ""Special Jury Prize for Libertarian Ideals"" at the1 Anthem Film Festival/Fre Vegas.",,3.95,ok,,,1.566
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,d0b11838d26195f89d1568431f88a02b4f4d8c9cdf99e04a,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6624,1672,6602,1650,23,0.7476,False,0.25,"Peter Greenaway, the director of the film ""Eisenstein in Guanajuato, was born in Newport, Monmouthshire, Wales.","Newport, Wales",4.29,ok,,,2.288
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4521,1143,4503,1125,20,0.7472,False,0.0,"Pyotr Karatygin's sibling-in-law is Vasily Karatygin, as they are brothers.",,3.93,ok,,,1.066
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,24591a37ff748fb849a62e6a4f4095f7089d7ced43595d01,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5317,1348,5292,1323,27,0.7465,True,0.2353,"Robert Wulnikowski was born first, on 11 July 1977, while Bogdan Țăruș was born on 1 August 1975.",Bogdan Țăruș,3.89,ok,,,1.474
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,77a79ad1902a4732e8030d79380395b7e614d65de3cdd038,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2114,547,2089,522,26,0.7412,False,0.0,"To determine which film has a director who is younger, we need to find the birth years of the directors of both films.",,2.99,ok,,,0.233
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,2c605656720054b6c9e6e0f15f99c1b4675db67e6e098cee,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1423,376,1395,348,30,0.7358,False,0.0,"No, they are not located in the same country. Howard Lake (British Columbia) is a lake in British Columbia, Canada, while North Buck Lake (Alberta) is a lake in Alberta, Canada. Both",,3.16,ok,,,0.106
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,f7abcc33c22de53769935182a278a199e9f263a12e56673e,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4866,1233,4844,1211,23,0.7466,False,0.0,"The passage does not explicitly state the place of death of the director of the 1947 film ""Jail Yatra."" However, it mentions that the film was directed by Gajanan Jagirdar. Given the information provided, we cannot determine the specific location where Gajanan Jagirdar passed away. Further details would be required to answer this question. Based on the given passages",,3.77,ok,,,1.235
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,d0ebddd00bfc9c5747021ae27c0ea5cdf21355bc86b83753,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6633,1674,6611,1652,23,0.7476,False,0.0,"Maurice De Berkeley, 4th Baron Berkeley's maternal grandfather was Thomas de Berkeley, 5th Baron Berkeley.",,4.53,ok,,,2.295
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,4db5bcd1d49fce674507d9128850eb71b808b7dc4246e882,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6137,1545,6122,1530,16,0.7482,True,0.4,"Helena Carroll's father, Paul Vincent Carroll, studied at St Patrick's College, Dublin.",St Patrick's College,4.1,ok,,,1.964
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,5a867841d94c9f88f3bc0c333e93484486b09341db474bd6,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5651,1434,5622,1405,30,0.7462,False,0.0,"According to Passage 8, Sancha of Castile's mother was Berengaria of Barcelona, who was the Queen of Castile, León, and Galicia. However ePub",,3.99,ok,,,1.665
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,3816f7d8e90a5497a1c0e415bf25218037c690e8e4d0d016,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6187,1567,6160,1540,28,0.7467,False,0.0,"Dorothea of Denmark's father is from Denmark, as he is mentioned that she was ""a Danish princess and a Duchess consort of Mecklenburg"" and that her father was ""king Frederick I of Denmark"".",,4.52,ok,,,1.996
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,7218faa7d718853f8df4329a7242806cf70e63ece56f8cdb,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6208,1566,6189,1547,21,0.7477,True,0.1111,"The director of film ""Edges of the Lord,"" Yurek Bogayevicz, was born in Poznań, Poland on 2 June 1949.",Poznań,3.91,ok,,,2.01
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,059802de84ebd63ee99284c9cb2b7db2d45ca66c55e68ee1,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5603,1420,5577,1394,28,0.7466,True,0.3158,"Miley Naa Miley Hum was released more recently than Dance With A Stranger. Dance With A Stranger was released in 1985, while Miley Naa Miley Hum was released in 2011.",Miley Naa Miley Hum,3.82,ok,,,1.637
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,c1d354f1d1855b21eb3c3cd204d5030080ef9e3c7e4b0195,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6261,1585,6234,1558,28,0.7468,False,0.1429,"To determine which film has the director born later, we need to identify the birth years of the directors for both Corcione to Brooklyn and Durango Valley Raiders.",From Corleone To Brooklyn,4.26,ok,,,2.044
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,919cc6b1e482c475dc93740aae3549bc6012d644fb29562c,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4766,1208,4744,1186,24,0.7465,True,0.1333,"Jugband Blues came out first, as it was released on Pink Floyd's second album, A Saucerful of Secrets, in 1968, while Joel the Lump of Coal was released on December 1, 2014.",Jugband Blues,3.5,ok,,,1.185
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,2e86241a9d27925aa52e039067fa83e27e305301188daef7,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3173,811,3149,787,25,0.7444,False,0.0,"To determine which film has the director who died first, we need to compare the death years of the directors of both films:",,3.25,ok,,,0.525
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,93ff7c9369b6ff2f37896b54f6e4d8ff91c125f78ae8bf9a,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5767,1459,5743,1435,26,0.747,True,0.0909,"Andrew Disney, the director of the film Balls Out (2014), graduated from the Tisch School of the Arts, where he received a BFA in Film Production.",Tisch,4.3,ok,,,1.735
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,544828db02efd1313bfc0a1bdeb8c3df5985c299254b0222,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5556,1406,5533,1383,25,0.7469,True,0.1538,"Menno Meyjes, the director of The Dinner (2013 Film), was born in Eindhoven.",Eindhoven,3.99,ok,,,1.61
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5581,1410,5561,1390,22,0.7474,True,1.0,Mysore,Mysore,4.16,ok,,,1.624
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1144,307,1115,278,31,0.7316,True,0.0455,"No, they are not both located in the same country. Rhosgoch is located in Wales, which is is part of the United Kingdom, while Qale-e Sahar is located in Khuzestan Province, Iran. The information provided for Qale-e Askar seems to be incomplete and unclear, but based on the context given, it appears to also be in Iran. Therefore,",no,3.44,ok,,,0.068
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,0a64d8873482d91efc595a508218c6ce881c13c95028039e,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3489,887,3469,867,21,0.7458,True,0.4444,Peter Rosegger is younger than Ruel Redinger.,Ruel Redinger,3.85,ok,,,0.635
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,b1034d8bbeeba5f9001f48311c182d2a20782462f0c2ed65,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5605,1416,5585,1396,22,0.7474,False,0.0,"The passage states that Frank Wartenberg married Christiane Wartenberg, née Stoll, in 1977. To find the place of birth for Christiane Wartenberg, we need to look a search through the provided passages. In Passage 1, it mentions that Christiane Wartenberg was born on 27 October 1956 in Prenzl",,4.16,ok,,,1.638
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,fcc4a49fbe72f1b8ffef144e2e9d85bfc8897ba2864fd521,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6100,1544,6074,1518,27,0.7469,False,0.0,"To determine which film has the director who is older, we need to find the birth years of the directors of both films.",,3.94,ok,,,1.941
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,860a0ad0039969cc7f01d512df2b0ea283d8f7d0c08886e5,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6483,1638,6460,1615,25,0.7473,True,0.3529,"The Ballad Of Josie was released earlier than Moment Of Danger. The Ballad Of Josie was released in 1967, while Moment Of Danger was released in 1962.",Moment Of Danger,4.68,ok,,,2.192
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,1d38c4b905f131417ce218eb86f68305a10160f9757cbeca,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5126,1302,5098,1274,29,0.746,False,0.0952,"To determine which film came out first, we need to look the release years for both both two films:",Revolt Of The Praetorians,4.51,ok,,,1.37
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6412,1620,6389,1597,25,0.7473,True,0.0513,"Agnes of Hohenstaufen's husband, Henry V, died in Brunswick Cathedral. This information can be inferred from Passage 5, which states that Otto II, Agnes' husband, joined Henry V, her rival, and died on 29 November 1253 in Brunswick Cathedral. Since Henry V is mentioned before Otto II in the passage, it can be deduced that",Brunswick,4.59,ok,,,2.144
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2370,609,2348,587,23,0.743,False,0.2222,Alber III of Dammartin,"Guy II, Count of Soissons",3.29,ok,,,0.293
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,a7d0cfa55dce1e96490d1e6c0188398864724e96a44e4b79,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4955,1259,4928,1232,29,0.7459,False,0.8,"Sir Hew Dalrymple, 3rd Baronet","Sir Hew Dalrymple, 2nd Baronet",3.85,ok,,,1.28
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,9ef1c9e836fb3844fe16369a346088af89b8da29e24aab1f,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4745,1202,4723,1180,24,0.7467,False,0.1667,"Sir Ralph Gore, 2nd Baronet is the paternal grandfather of Sir William Gore, 3rd Baronet. This can be inferred from the information provided in Passage 1, which states that Sir William Gore, 3rd Baronet was the oldest son of Sir Ralph Gore, 2nd Baronet. Additionally, Passage 9 confirms that Sir Ralph Gore, 2nd Baronet","Sir Paul Gore, 1st Baronet",3.64,ok,,,1.174
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4146,1051,4126,1031,22,0.7465,False,0.0,The passage does not provide information about the place of death of Randand Monsen's father.,,3.55,ok,,,0.896
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,3ee59c959e64a29c8a30263816ad47b76ffab36e5b8859ee,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5042,1280,5016,1254,27,0.7461,True,0.3333,"Methala, near Perumbavoor in Kerala.",Methala,3.95,ok,,,1.326
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,cf56ec8180c3c7622a439e68704fc1ff73770f2e8ee2926e,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4167,1071,4128,1032,41,0.743,True,0.5385,"Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato came out first, as it was released in 1971, while The Bag Man was released in 2014. You can tell this from their respective release years mentioned in the passages.",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,3.66,ok,,,0.906
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,184929a3ff00c41a966da9d53444da794af70ce90d624205,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6314,1591,6297,1574,19,0.748,False,0.1176,"Trịnh Cương is the paternal grandfather of Trịnh Doanh, as Trịnh Doanh was the third son of Trịnh Cương according to the passage.",Trịnh Bính,4.39,ok,,,2.079
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,2wikimqa,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,4x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1794,466,1770,442,26,0.7402,True,0.24,"To determine which film was released more recently, we need to compare the release years of ""Bajo Otro Sol"" and ""Riding the California Trail.""",Bajo Otro Sol,3.36,ok,,,0.168
