model_key,model_hf_id,task,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,attention_estimated_gb
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1800,472,1770,442,31,0.7378,True,0.125,"No, Revolt In The Big House is an American film, while The Fugitive (1914 Film) is a Russian-French film.",no,1.99,ok,,,0.193
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2579,664,2553,638,27,0.7425,True,1.0,The Death of Black King,The Death Of Black King,1.17,ok,,,0.396
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5201,1320,5174,1293,28,0.7462,True,0.375,"Prince of Arcadia was released in 1933, while Italia-Germania 4-3 was released in 1990. Therefore, Prince of Arcadia was released earlier.",Prince Of Arcadia,4.29,ok,,,1.612
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5932,1500,5909,1477,25,0.7471,True,0.1667,"The director of the film Nanon (1938), Herbert Maisch, died in Köln.",Köln,3.52,ok,,,2.097
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3349,851,3330,832,21,0.7459,True,0.2353,"William Pooley died first. He died on 5 August 1629, while Erich Haenisch died on 21 December 1966.",William Pooley,2.89,ok,,,0.669
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,cab5465c3f7663e5d72c15a32bc04c8a917dac3c03828814,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4793,1216,4769,1192,25,0.7463,True,1.0,Madrid,Madrid,2.08,ok,,,1.369
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,c997d53083dff6918a3f066cc76c824e43eb4ea21de33c51,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5531,1400,5507,1376,26,0.7469,False,0.0,The Man Is Armed,,2.76,ok,,,1.823
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,29ec971fbdf0df2d0c41c497de945024db6159c0c30be307,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5513,1391,5495,1373,20,0.7477,False,0.0,"The director of the film Lady Magdalene's, J. Neil Schulman, received the following awards for the film:",,6.22,ok,,,1.812
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,d0b11838d26195f89d1568431f88a02b4f4d8c9cdf99e04a,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6628,1672,6607,1651,22,0.7477,False,0.25,"The director of the film Eisenstein in Guanajuato, Peter Greenaway, was born in Newport, Monmouthshire, Wales.","Newport, Wales",4.36,ok,,,2.618
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4506,1140,4488,1122,20,0.747,False,0.0,Pavel Petrovich Bulakhov,,1.99,ok,,,1.21
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,24591a37ff748fb849a62e6a4f4095f7089d7ced43595d01,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5273,1335,5250,1312,25,0.7468,True,0.2353,"Bogdan Țăruș was born first. Bogdan Țăruș was born on 1 August 1975, while Robert Wulnikowski was born on 11 July 1977.",Bogdan Țăruș,4.49,ok,,,1.657
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,77a79ad1902a4732e8030d79380395b7e614d65de3cdd038,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2065,536,2038,509,28,0.7404,True,1.0,Do Musafir,Do Musafir,0.91,ok,,,0.254
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,2c605656720054b6c9e6e0f15f99c1b4675db67e6e098cee,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1435,379,1407,351,30,0.7359,True,0.1333,"Yes, both Howard Lake (British Columbia) and North Buck Lake (Alberta) are located in Canada.",yes,1.47,ok,,,0.123
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,f7abcc33c22de53769935182a278a199e9f263a12e56673e,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4900,1242,4877,1219,24,0.7465,False,0.0,The place of death of the director of film Jail Yatra is not mentioned in the provided passages.,,2.88,ok,,,1.431
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,d0ebddd00bfc9c5747021ae27c0ea5cdf21355bc86b83753,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6562,1657,6540,1635,23,0.7475,False,0.0,"Maurice de Berkeley, 4th Baron Berkeley's maternal grandfather is Thomas de Berkeley, 3rd Baron Berkeley.",,4.03,ok,,,2.567
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,4db5bcd1d49fce674507d9128850eb71b808b7dc4246e882,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6199,1561,6184,1546,16,0.7482,True,0.8571,"St Patrick's College, Dublin",St Patrick's College,3.38,ok,,,2.29
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,5a867841d94c9f88f3bc0c333e93484486b09341db474bd6,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5296,1343,5270,1317,27,0.7464,True,0.1429,"The place of death of Sancha of Castile, Queen of Navarre's mother, Berengaria of Barcelona, is Palencia.",Palencia,3.36,ok,,,1.672
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,3816f7d8e90a5497a1c0e415bf25218037c690e8e4d0d016,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5855,1481,5832,1458,24,0.7471,False,0.0,Denmark,,2.88,ok,,,2.043
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,7218faa7d718853f8df4329a7242806cf70e63ece56f8cdb,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6236,1573,6217,1554,21,0.7478,True,1.0,Poznań,Poznań,2.88,ok,,,2.318
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,059802de84ebd63ee99284c9cb2b7db2d45ca66c55e68ee1,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5633,1428,5606,1401,29,0.7465,True,0.3333,"Miley Naa Miley Hum was released more recently. Dance With A Stranger was released in 1985, while Miley Naa Miley Hum was released in 2011.",Miley Naa Miley Hum,4.64,ok,,,1.891
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,c1d354f1d1855b21eb3c3cd204d5030080ef9e3c7e4b0195,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6185,1566,6158,1539,28,0.7468,True,1.0,From Corleone To Brooklyn,From Corleone To Brooklyn,3.38,ok,,,2.28
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,919cc6b1e482c475dc93740aae3549bc6012d644fb29562c,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4839,1226,4817,1204,24,0.7466,True,1.0,Jugband Blues,Jugband Blues,2.21,ok,,,1.396
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,2e86241a9d27925aa52e039067fa83e27e305301188daef7,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3164,809,3140,785,25,0.7443,True,1.0,Sandflow,Sandflow,4.06,ok,,,0.597
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,93ff7c9369b6ff2f37896b54f6e4d8ff91c125f78ae8bf9a,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5756,1457,5731,1432,27,0.7469,True,0.087,"The director of the film Balls Out (2014) is Andrew Disney. He graduated from the Tisch School of the Arts, where he received a BFA in Film Production.",Tisch,4.2,ok,,,1.975
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,544828db02efd1313bfc0a1bdeb8c3df5985c299254b0222,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5554,1405,5531,1382,25,0.747,True,0.1333,"The director of the film The Dinner (2013) is Menno Meyjes, who was born in Eindhoven.",Eindhoven,3.49,ok,,,1.839
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5447,1375,5429,1357,20,0.7476,True,0.1429,"The director of the film Kanneshwara Rama, M. S. Sathyu, was born in Mysore.",Mysore,3.68,ok,,,1.768
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1099,296,1070,267,31,0.7307,True,0.1818,"No, Rhosgoch is located in Wales, while Qaleh-Ye Sahar is located in Iran.",no,1.45,ok,,,0.072
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,0a64d8873482d91efc595a508218c6ce881c13c95028039e,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3403,865,3383,845,21,0.7458,True,0.1538,"Peter Rosegger is younger than Ruel Redinger. Peter Rosegger was born on 31 July 1843 and died on 26 June 1918, while Ruel Redinger was born on 31 December 1896 and died on 19 September 1969.",Ruel Redinger,4.43,ok,,,0.69
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,b1034d8bbeeba5f9001f48311c182d2a20782462f0c2ed65,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5500,1390,5480,1370,22,0.7473,True,1.0,Prenzlau,Prenzlau,2.44,ok,,,1.803
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,fcc4a49fbe72f1b8ffef144e2e9d85bfc8897ba2864fd521,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6126,1551,6100,1525,27,0.7468,False,0.0,Space Probe Taurus,,2.9,ok,,,2.237
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,860a0ad0039969cc7f01d512df2b0ea283d8f7d0c08886e5,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6558,1656,6535,1633,25,0.7475,True,0.375,"Moment of Danger was released earlier. Moment of Danger was released in 1960, while The Ballad of Josie was released in 1967.",Moment Of Danger,4.55,ok,,,2.563
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,1d38c4b905f131417ce218eb86f68305a10160f9757cbeca,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5122,1301,5094,1273,29,0.746,True,1.0,Revolt Of The Praetorians,Revolt Of The Praetorians,2.52,ok,,,1.564
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6178,1560,6157,1539,23,0.7475,True,0.0625,"The place of death of Agnes of Hohenstaufen's husband, Henry V, is not explicitly mentioned in the provided passages. However, it is noted that Henry V died in 1227 and is entombed in Brunswick Cathedral. Therefore, it can be inferred that Henry V died in Brunswick, Germany.",Brunswick,5.67,ok,,,2.275
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2204,566,2184,546,21,0.7432,False,0.5333,"Renaud Ii, Count Of Soissons's uncle is John I, Count of Soissons.","Guy II, Count of Soissons",1.59,ok,,,0.29
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,a7d0cfa55dce1e96490d1e6c0188398864724e96a44e4b79,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4951,1258,4924,1231,29,0.7459,True,0.5556,"The paternal grandfather of Sir John Hamilton-Dalrymple, 5th Baronet is Sir Hew Dalrymple, 2nd Baronet.","Sir Hew Dalrymple, 2nd Baronet",3.59,ok,,,1.461
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,9ef1c9e836fb3844fe16369a346088af89b8da29e24aab1f,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4729,1198,4707,1176,24,0.7467,True,1.0,"Sir Paul Gore, 1st Baronet","Sir Paul Gore, 1st Baronet",2.44,ok,,,1.333
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4116,1044,4096,1024,22,0.7464,True,0.0488,"The place of death of Randi Monsen's father, Fredrik Monsen, is not explicitly mentioned in the provided passages. However, Fredrik Monsen was born in Kristiania (now Oslo) and was a Norwegian politician. The passage about Beaulieu-sur-Loire mentions it as the place of death of Jacques MacDonald, but there is no information linking Fredrik Monsen to Beaulieu-sur-Loire",Kristiania,5.17,ok,,,1.01
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,3ee59c959e64a29c8a30263816ad47b76ffab36e5b8859ee,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5063,1285,5037,1259,27,0.7462,True,0.125,"The director of the film Ninamaninja Kalpadukal, N. N. Pisharody, was born in Methala, near Perumbavoor in Kerala.",Methala,3.95,ok,,,1.528
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,cf56ec8180c3c7622a439e68704fc1ff73770f2e8ee2926e,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4165,1070,4126,1031,41,0.7431,True,0.7,"Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato came out first. It was released in 1970, while The Bag Man was released in 2014.",Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,3.94,ok,,,1.034
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,184929a3ff00c41a966da9d53444da794af70ce90d624205,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6154,1551,6137,1534,19,0.748,False,0.5,Trịnh Cương,Trịnh Bính,2.96,ok,,,2.257
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1772,460,1749,437,25,0.7404,True,1.0,Bajo Otro Sol,Bajo Otro Sol,0.7,ok,,,0.187
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,633204c891118a6f3d1ae62d7b444c2ee02ad0cbae4876cc,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4282,1089,4257,1064,26,0.7457,True,1.0,Seven In The Sun,Seven In The Sun,1.83,ok,,,1.093
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,9c5350cca5afdd1a7254dbc26b3642401551473f4b071ce6,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5517,1398,5492,1373,26,0.7466,True,0.3529,"The Drover's Sweetheart came out earlier, in 1911, while Pigsty (Film) was released in 1969.",The Drover'S Sweetheart,4.03,ok,,,1.814
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,8daefc2a4f66b3614a6934857c8c8f9cfdeb3ca23d16e172,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4693,1189,4672,1168,23,0.7466,True,0.2353,"Above Rubies came out earlier. It was released in 1932, while The Magic Aster was released in 2009.",Above Rubies,3.43,ok,,,1.313
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,6110cb2d4156df8d180fdd01e5f340c4731f7d1f4583fc5a,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6095,1541,6071,1517,26,0.7472,True,1.0,Abu Dhabi,Abu Dhabi,3.12,ok,,,2.214
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,c7347f362602f3a0be4b051c0b68219e0648afa64772bd30,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2723,699,2698,674,27,0.7433,True,1.0,3 September 1992,3 September 1992,1.38,ok,,,0.442
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,44864cf7bbca78294d1b24c5acfa035f30849d802356aad4,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5100,1294,5074,1268,28,0.7463,True,1.0,Milan,Milan,2.14,ok,,,1.55
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,c9e8d02824dfbdf95fe9f90c45dc13bc12f45b6969b1467b,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3803,968,3780,945,25,0.7455,True,0.125,"X-Paroni came out earlier. X-Paroni was released in 1964, while Mi Novia Está De Madre was released in 2007.",X-Paroni,3.07,ok,,,0.862
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,ececb22cb4bba60194702771c0d4de89658a4798d7efa1a1,4x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3035,775,3013,753,23,0.7446,True,0.6667,"Washington, D.C.",Washington,1.37,ok,,,0.549
