model_key,model_hf_id,task,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,attention_estimated_gb
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,4567b6935bf5c64a1974b1089d67d176d9acac6b29836cb7,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4220,1096,4165,1041,56,0.7403,True,1.0,Start. (IK Start),IK Start,4.21,ok,,,1.061
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,d3b197d5b4da1198fc9c232524faced0f528b89f919b8061,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5289,1335,5272,1318,19,0.7476,True,0.0667,"Both Allure and Claudia are beauty magazines. Allure is an American women's magazine focused on beauty, while Claudia is a monthly women's magazine published in Warsaw, Poland, that targets Polish women and covers beauty, fashion, and lifestyle topics.",Allure,4.56,ok,,,1.667
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,4670f2a542ac06d27e47a74a042cf57f743fba34722a7dc5,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4138,1068,4093,1023,47,0.7419,True,1.0,William,William,4.23,ok,,,1.021
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,9dc6d234e2406aef691ea02ddc2064f343fc30cbc534c937,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5731,1449,5709,1427,24,0.7472,True,0.087,"Yes, both Pothos and Tibouchina Aubl are flowering genus of plants. Pothos is a genus of flowering plants in the family Araceae, while Tibouchina Aubl is a genus of flowering plants in the family Melastomataceae. Both genera contain species of flowering plants.",yes,4.76,ok,,,1.958
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,5e7675388334946fc508c4c8ac4ab0c491910fcc0e048bfd,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5262,1333,5238,1309,25,0.7467,True,0.1429,"SR connector is based on the BNC connector, which is often used for coaxial cables.",coaxial,4.46,ok,,,1.65
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,78e73e15102e688a5b5f43155b11658907db8caa30fdb16e,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1755,460,1726,431,31,0.7379,False,0.4571,"No, Qionghai did not have a population of 658,798 in 2002. According to Passage 1, Qionghai had a population of 483,217 people in 2010, but the passage does not mention the population in 2002. Suining, on the other hand, had a population of 658,798 in 2002, according","In 2002, Suining had a population of 658,798.",3.94,ok,,,0.184
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,hotpotqa,4d6aafffd109cb61fd543f44bda770fda0cf1e1c3798548b,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4427,1133,4392,1098,35,0.7441,True,1.0,Albert Park,Albert Park,4.44,ok,,,1.168
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4754,1200,4738,1184,18,0.7476,True,0.1429,"There is no information about the birthplace of Maude Smith's husband, John A. McDougald, in the provided passages. However, it is mentioned that Maude Smith was born in Toronto, Ontario.","Toronto, Ontario",4.33,ok,,,1.347
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3758,959,3731,932,29,0.7448,True,1.0,Henry Goes Arizona,Henry Goes Arizona,4.16,ok,,,0.842
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5082,1284,5064,1266,20,0.7473,False,0.0,"William Le Poer Trench's father, William Trench, 1st Earl of Clancarty, died in 1834. However, the exact date of his death is not specified in the provided passages. It is mentioned that William Le Poer Trench's death occurred in May 1834, but it is not clear if this refers to the death of his father or his own",,4.39,ok,,,1.539
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5624,1419,5606,1401,19,0.7477,True,0.5,"Dayton, Ohio. (Marion Byron, Passage 7)","Dayton, Ohio",4.47,ok,,,1.885
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4760,1206,4738,1184,24,0.7466,False,0.0,The place of birth of the director of film Sweepstakes (Film) is not mentioned in the given text.,,4.31,ok,,,1.35
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",2154,552,2135,533,21,0.7437,True,0.3333,"Yes, they are both American.",yes,3.89,ok,,,0.277
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5532,1395,5515,1378,19,0.7478,False,0.0,Rupilia Faustina,,4.58,ok,,,1.824
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4261,1081,4240,1060,23,0.7463,True,0.1463,"Perth, Western Australia. (Note: The passage does not explicitly mention the place of birth of the director, but it mentions that the film was shot on location in Perth, Western Australia, and Paris, France. However, the director of the film is mentioned in Passage 3 as George Whaley, who was born in Castlemaine, Victoria, Australia.)","Castlemaine, Victoria, Australia",4.32,ok,,,1.082
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6340,1600,6320,1580,21,0.7476,False,0.0,Bhanurangsi Savangwongse,,4.64,ok,,,2.396
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4644,1185,4611,1152,35,0.7448,True,0.1818,"Yes, both directors, Reginald Fogwell and Gabrielle Beaumont, are British.",yes,4.25,ok,,,1.285
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4337,1104,4310,1077,29,0.7454,False,0.0,Khud-Daar,,4.26,ok,,,1.121
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1763,462,1734,433,30,0.7379,True,0.1111,"No, Revolt In The Big House is from the United States, while The Fugitive (1914 Film) is from Russia and France.",no,3.88,ok,,,0.185
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",2530,652,2504,626,27,0.7423,True,0.5556,The Death Of Black King (1971) came out earlier than Indradhanura Chhai (1993).,The Death Of Black King,3.92,ok,,,0.382
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5024,1276,4997,1249,28,0.746,True,0.4286,Prince Of Arcadia (1933) was released earlier than Italia-Germania 4-3 (1990).,Prince Of Arcadia,4.36,ok,,,1.504
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5525,1397,5504,1376,23,0.7471,True,0.087,"The director of film Nanon (1938 Film) is Herbert Maisch. Herbert Maisch died in Köln on 10 October 1974. Köln is a city in Germany. Therefore, Herbert Maisch died in Germany. The correct answer is Germany.",Köln,4.58,ok,,,1.819
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3134,798,3114,778,22,0.7454,True,0.2353,"Erich Haenisch died on 21 December 1966, and William Pooley died on 5 August 1629. Therefore, William Pooley died first.",William Pooley,4.03,ok,,,0.585
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,cab5465c3f7663e5d72c15a32bc04c8a917dac3c03828814,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4474,1135,4451,1112,24,0.7463,True,1.0,Madrid,Madrid,4.27,ok,,,1.193
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,c997d53083dff6918a3f066cc76c824e43eb4ea21de33c51,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5228,1325,5204,1301,26,0.7466,True,1.0,Wolf Warrior,Wolf Warrior,4.47,ok,,,1.629
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,29ec971fbdf0df2d0c41c497de945024db6159c0c30be307,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5163,1305,5144,1286,21,0.7472,False,0.0,"3 film-festival awards: ""Best Cutting Edge Film"" at the 2008 San Diego Film Festival, ""Audience -- Feature-Length Film"" at 2008 International Film Festival, and ""Special Jury Prize for Libertarian Ideals"" at the 2011 Anthem Film Festival/FreedomFest held at's Las Vegas.",,4.54,ok,,,1.589
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,d0b11838d26195f89d1568431f88a02b4f4d8c9cdf99e04a,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6087,1538,6065,1516,23,0.7473,False,0.1176,"The director of film Eisenstein In Guanajuato, Peter Greenaway, was born in Newport, Monmouthshire, Wales. However, the question asks for the director of Eisenstein In Guanajuato, which is actually Elmer Bäck, not Peter Greenaway. Elmer Bäck was born in Finland. The question is ambiguous and can be interpreted in two ways,","Newport, Wales",4.7,ok,,,2.208
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4270,1081,4252,1063,20,0.7468,False,0.0,Vasily Karatygin,,4.22,ok,,,1.087
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,24591a37ff748fb849a62e6a4f4095f7089d7ced43595d01,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4999,1269,4973,1243,28,0.7461,True,0.2353,"Bogdan Țăruș was born first, on 1 August 1975, while Robert Wulnikowski was born on 11 July 1977.",Bogdan Țăruș,4.42,ok,,,1.49
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,77a79ad1902a4732e8030d79380395b7e614d65de3cdd038,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1946,505,1921,480,26,0.7405,True,1.0,Do Musafir,Do Musafir,3.85,ok,,,0.226
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,2c605656720054b6c9e6e0f15f99c1b4675db67e6e098cee,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1180,316,1152,288,30,0.7322,True,0.2857,"Yes, both are located in Canada.",yes,3.88,ok,,,0.083
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,f7abcc33c22de53769935182a278a199e9f263a12e56673e,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4490,1139,4468,1117,23,0.7463,False,0.0,"The director of film Jail Yatra was not mentioned in the passage. However, the director of film Jail Yatra (1947) was Gajanan Jagirdar, and the director of film Jail Yatra (1981) was not mentioned in the passage. The director of film Jail Breakers was not mentioned in the passage, but the actress Song Yoon-ah was mentioned. The",,4.24,ok,,,1.202
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,d0ebddd00bfc9c5747021ae27c0ea5cdf21355bc86b83753,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6099,1541,6077,1519,23,0.7473,False,0.0889,"Maurice De Berkeley, 4Th Baron Berkeley's maternal grandfather is not mentioned in the provided passages. However, based on the information given, we can infer that his maternal grandparents are Richard de Beauchamp, 13th Earl of Warwick and Elizabeth de Berkeley, daughter of Thomas de Berkeley, 5th Baron Berkeley. Therefore, Richard de Beauchamp, 13th Earl of Warwick is","Roger Mortimer, 1st Earl of March",4.73,ok,,,2.217
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,4db5bcd1d49fce674507d9128850eb71b808b7dc4246e882,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5777,1455,5762,1440,16,0.7481,True,0.8571,"St Patrick's College, Dublin.",St Patrick's College,4.79,ok,,,1.989
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,5a867841d94c9f88f3bc0c333e93484486b09341db474bd6,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5351,1359,5322,1330,30,0.746,False,0.0,"The text does not mention the place of death of Sancha Of Castile, Queen Of Navarre's mother. However, it does mention that Sancha Of Castile, Queen Of Navarre's father, Alfonso VII of León and Castile, died in 1157.",,5.08,ok,,,1.707
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,3816f7d8e90a5497a1c0e415bf25218037c690e8e4d0d016,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5624,1426,5597,1399,28,0.7464,False,0.0,Denmark,,4.46,ok,,,1.885
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,7218faa7d718853f8df4329a7242806cf70e63ece56f8cdb,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5740,1449,5721,1430,21,0.7476,True,0.1538,"Poznań, Poland. (Yurek Bogayevicz was born Jerzy Bogajewicz in Poznań, 2 June 1949)",Poznań,4.52,ok,,,1.964
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,059802de84ebd63ee99284c9cb2b7db2d45ca66c55e68ee1,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5471,1387,5445,1361,28,0.7465,True,0.3158,"Miley Naa Miley Hum was released in 2011, while Dance With A Stranger was released in 1985. Therefore, Miley Naa Miley Hum was released more recently.",Miley Naa Miley Hum,4.57,ok,,,1.784
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,c1d354f1d1855b21eb3c3cd204d5030080ef9e3c7e4b0195,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5881,1490,5854,1463,28,0.7466,True,1.0,From Corleone To Brooklyn,From Corleone To Brooklyn,4.7,ok,,,2.061
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,919cc6b1e482c475dc93740aae3549bc6012d644fb29562c,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4666,1183,4644,1161,24,0.7465,True,0.25,"Jugband Blues came out first, in 1968, while Joel The Lump Of Coal came out in 2014.",Jugband Blues,4.3,ok,,,1.298
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,2e86241a9d27925aa52e039067fa83e27e305301188daef7,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3056,782,3032,758,25,0.7441,True,1.0,Sandflow,Sandflow,4.06,ok,,,0.557
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,93ff7c9369b6ff2f37896b54f6e4d8ff91c125f78ae8bf9a,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5432,1374,5410,1352,24,0.7471,False,0.0,The University of Texas.,,4.39,ok,,,1.759
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,544828db02efd1313bfc0a1bdeb8c3df5985c299254b0222,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5149,1303,5128,1282,23,0.7469,True,0.069,"The director of the film The Dinner (2013) was Menno Meyjes, who was born in Eindhoven, Netherlands. However, the question asks for the birthplace of the director of the 2013 film, which is Menno Meyjes, but the passage does not mention the birthplace of the director of the 2013 film. The passage mentions that Menno Meyjes was",Eindhoven,4.52,ok,,,1.58
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5277,1334,5257,1314,22,0.7472,True,0.2857,"Mysore, India. (Mysore Shrinivas Sathyu, Passage 3)",Mysore,4.57,ok,,,1.66
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1098,296,1069,267,31,0.7304,True,0.1176,"No, they are not located in the same country. Rhosgoch is located in Wales, while Qaleh-Ye Sahar is located in Iran.",no,3.86,ok,,,0.072
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,0a64d8873482d91efc595a508218c6ce881c13c95028039e,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3266,831,3246,811,21,0.7456,True,1.0,Ruel Redinger,Ruel Redinger,4.02,ok,,,0.636
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,b1034d8bbeeba5f9001f48311c182d2a20782462f0c2ed65,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5356,1354,5336,1334,22,0.7472,True,1.0,Prenzlau,Prenzlau,4.45,ok,,,1.71
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,fcc4a49fbe72f1b8ffef144e2e9d85bfc8897ba2864fd521,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5529,1401,5503,1375,27,0.7466,True,1.0,Tom Mix In Arabia,Tom Mix In Arabia,4.59,ok,,,1.822
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,860a0ad0039969cc7f01d512df2b0ea283d8f7d0c08886e5,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6312,1595,6289,1572,25,0.7473,True,0.4,"The Ballad Of Josie was released in 1967, while Moment Of Danger was released in 1960.",Moment Of Danger,4.6,ok,,,2.375
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,1d38c4b905f131417ce218eb86f68305a10160f9757cbeca,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5038,1280,5010,1252,29,0.7459,True,0.4211,"The Pyrammmid came out first, in 2011, while Revolt Of The Praetorians came out in 1964. The correct answer is The Pyrammmid.",Revolt Of The Praetorians,4.38,ok,,,1.513
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6035,1526,6012,1503,25,0.7471,False,0.0,"The text does not explicitly mention the place of death of Agnes Of Hohenstaufen's husband. However, it is mentioned that Agnes Of Hohenstaufen died on 7 or 9 May 1204, and her husband Henry V died in 1198. Therefore, it can be inferred that Henry V died before Agnes Of Hohenstaufen. The text does not",,4.76,ok,,,2.171
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",2267,583,2245,561,23,0.7428,False,0.2222,"Renaud I, of Dammartin","Guy II, Count of Soissons",3.95,ok,,,0.306
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,a7d0cfa55dce1e96490d1e6c0188398864724e96a44e4b79,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4586,1166,4559,1139,29,0.7457,False,0.8,"Sir Hew Dalrymple, 3rd Baronet","Sir Hew Dalrymple, 2nd Baronet",4.29,ok,,,1.254
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,9ef1c9e836fb3844fe16369a346088af89b8da29e24aab1f,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4333,1099,4311,1077,24,0.7464,False,0.0,"William Caulfeild, 2nd Caulfeild",,4.31,ok,,,1.119
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3961,1005,3941,985,22,0.7463,False,0.0,Hamar,,4.2,ok,,,0.935
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,3ee59c959e64a29c8a30263816ad47b76ffab36e5b8859ee,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4700,1194,4674,1168,27,0.746,True,0.3333,"Methala, Near Kalady in Kerala.",Methala,4.3,ok,,,1.317
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,cf56ec8180c3c7622a439e68704fc1ff73770f2e8ee2926e,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4089,1051,4050,1012,41,0.743,True,0.7778,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato (1970) came out before The Bag Man (2014).,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,4.22,ok,,,0.997
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,184929a3ff00c41a966da9d53444da794af70ce90d624205,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5946,1499,5929,1482,19,0.7479,False,0.5,Trịnh Cương,Trịnh Bính,4.71,ok,,,2.107
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1749,455,1725,431,26,0.7399,True,0.3158,"Bajo Otro Sol was released in 1988, while Riding The California Trail was released in 1947. Therefore, Bajo Otro Sol was released more recently.",Bajo Otro Sol,3.96,ok,,,0.182
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,633204c891118a6f3d1ae62d7b444c2ee02ad0cbae4876cc,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4172,1061,4147,1036,26,0.7457,True,1.0,Seven In The Sun,Seven In The Sun,4.23,ok,,,1.037
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,9c5350cca5afdd1a7254dbc26b3642401551473f4b071ce6,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5393,1367,5368,1342,26,0.7465,True,0.4615,The Drover's Sweetheart (1911) came out earlier than Pigsty (1969).,The Drover'S Sweetheart,4.56,ok,,,1.734
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,8daefc2a4f66b3614a6934857c8c8f9cfdeb3ca23d16e172,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4494,1138,4474,1118,22,0.7468,True,0.3077,Above Rubies (1932) came out earlier than The Magic Aster (2009).,Above Rubies,4.27,ok,,,1.204
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,6110cb2d4156df8d180fdd01e5f340c4731f7d1f4583fc5a,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5722,1449,5697,1424,27,0.7468,True,1.0,Abu Dhabi.,Abu Dhabi,4.6,ok,,,1.952
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,2wikimqa,c7347f362602f3a0be4b051c0b68219e0648afa64772bd30,4x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",2596,667,2571,642,27,0.7431,False,0.0,The date of death of the director of film Nallavan Vazhvan is not mentioned in the passage.,,3.95,ok,,,0.402
