model_key,model_hf_id,task,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,attention_estimated_gb
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4754,1200,4738,1184,18,0.7476,True,1.0,"Toronto, Ontario","Toronto, Ontario",4.33,ok,,,2.694
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",3758,959,3731,932,29,0.7448,True,1.0,Henry Goes Arizona,Henry Goes Arizona,13.37,ok,,,1.684
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5082,1284,5064,1266,20,0.7473,False,0.0,"The passage does not specify when William Le Poer Trench's father died. However, it does mention that William Le Poer Trench succeeded to the title of Earl of Clancarty in 1837, which suggests that his father, Richard Trench, 2nd Earl of Clancarty, died in or before 1837.",,13.82,ok,,,3.079
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5624,1419,5606,1401,19,0.7477,True,1.0,"Dayton, Ohio","Dayton, Ohio",5.33,ok,,,3.771
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4760,1206,4738,1184,24,0.7466,True,1.0,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma",4.42,ok,,,2.701
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",2154,552,2135,533,21,0.7437,True,0.2,"Yes, both Nick Varner and Carl Duser are American.",yes,3.23,ok,,,0.553
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5532,1395,5515,1378,19,0.7478,False,0.0,"Fundania, daughter of Lucus, consul 116.",,6.67,ok,,,3.648
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4261,1081,4240,1060,23,0.7463,True,1.0,"Castlemaine, Victoria, Australia","Castlemaine, Victoria, Australia",4.81,ok,,,2.164
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",6340,1600,6320,1580,21,0.7476,False,0.0,Bhanurangsi Savangwongse,,7.35,ok,,,4.792
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4644,1185,4611,1152,35,0.7448,True,0.3333,"Yes, both directors are British.",yes,5.56,ok,,,2.571
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4337,1104,4310,1077,29,0.7454,True,1.0,Murderer In The Fog,Murderer In The Fog,14.31,ok,,,2.242
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",1763,462,1734,433,30,0.7379,True,0.0909,"No, they are not from the same country. Revolt In The Big House is an American film, while The Fugitive (1914 Film) is a Russian-French film.",no,6.41,ok,,,0.371
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",2530,652,2504,626,27,0.7423,True,0.5556,The Death Of Black King (1971) came out earlier than Indradhanura Chhai (1993).,The Death Of Black King,4.98,ok,,,0.763
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5024,1276,4997,1249,28,0.746,True,0.4,"Prince Of Arcadia was released earlier, in 1933, while Italia-Germania 4-3 was released in 1990.",Prince Of Arcadia,7.98,ok,,,3.009
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5525,1397,5504,1376,23,0.7471,True,1.0,Köln,Köln,5.93,ok,,,3.639
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",3134,798,3114,778,22,0.7454,True,0.3333,"William Pooley died first, in 1629, while Erich Haenisch died in 1966.",William Pooley,5.38,ok,,,1.171
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,cab5465c3f7663e5d72c15a32bc04c8a917dac3c03828814,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4474,1135,4451,1112,24,0.7463,True,1.0,Madrid,Madrid,3.86,ok,,,2.386
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,c997d53083dff6918a3f066cc76c824e43eb4ea21de33c51,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5228,1325,5204,1301,26,0.7466,True,0.2667,"Wolf Warrior, as Wu Jing was born in 1974, while Franklin Adreon was born in 1902.",Wolf Warrior,7.83,ok,,,3.258
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,29ec971fbdf0df2d0c41c497de945024db6159c0c30be307,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5163,1305,5144,1286,21,0.7472,True,0.1538,"The director of film Lady Magdalene's, J. Neil Schulman, got the Prometheus Award, a libertarian science fiction award, for his novels Alongside Night and The Rainbow Cadenza.",Prometheus Award,10.45,ok,,,3.178
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,d0b11838d26195f89d1568431f88a02b4f4d8c9cdf99e04a,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",6087,1538,6065,1516,23,0.7473,False,0.25,"Peter Greenaway, the director of the film Eisenstein in Guanajuato, was born in Newport, Monmouthshire, Wales.","Newport, Wales",10.2,ok,,,4.417
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,44b7f326c7b3c430968c237ee4017425d03eef586d5d6cb7,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4270,1081,4252,1063,20,0.7468,False,0.0,"Pavel Mochalov is not Pyotr Karatygin's sibling-in-law. Pavel Mochalov is mentioned as a rival of Vasily Karatygin, Pyotr's brother. Therefore, Pavel Mochalov is Pyotr Karatygin's brother's rival, not his sibling-in-law.",,11.82,ok,,,2.174
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,24591a37ff748fb849a62e6a4f4095f7089d7ced43595d01,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4999,1269,4973,1243,28,0.7461,True,0.2222,"Bogdan Țăruș was born on August 1, 1975, and Robert Wulnikowski was born on July 11, 1977, so Bogdan Țăruș was born first.",Bogdan Țăruș,11.18,ok,,,2.979
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,77a79ad1902a4732e8030d79380395b7e614d65de3cdd038,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",1946,505,1921,480,26,0.7405,True,1.0,Do Musafir,Do Musafir,11.88,ok,,,0.451
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,2c605656720054b6c9e6e0f15f99c1b4675db67e6e098cee,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",1180,316,1152,288,30,0.7322,True,0.25,"Yes, both lakes are located in Canada.",yes,2.28,ok,,,0.166
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,f7abcc33c22de53769935182a278a199e9f263a12e56673e,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4490,1139,4468,1117,23,0.7463,True,0.069,"The passage does not provide information about the place of death of the director of the film Jail Yatra. However, it does mention that Bhappi Sonie, the director of other films, died at Nanavati Hospital in Mumbai.",Mumbai,10.09,ok,,,2.403
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,d0ebddd00bfc9c5747021ae27c0ea5cdf21355bc86b83753,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",6099,1541,6077,1519,23,0.7473,True,1.0,"Roger Mortimer, 1st Earl of March","Roger Mortimer, 1st Earl of March",7.95,ok,,,4.434
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,4db5bcd1d49fce674507d9128850eb71b808b7dc4246e882,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5777,1455,5762,1440,16,0.7481,True,0.8571,"St Patrick's College, Dublin",St Patrick's College,6.84,ok,,,3.978
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,5a867841d94c9f88f3bc0c333e93484486b09341db474bd6,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5351,1359,5322,1330,30,0.746,True,0.0625,"The passage does not explicitly state the place of death of Sancha Of Castile, Queen Of Navarre's mother, Berengaria of Barcelona. However, it does mention that Berengaria died in Palencia and was buried at the Cathedral of Santiago de Compostela.",Palencia,13.08,ok,,,3.413
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,3816f7d8e90a5497a1c0e415bf25218037c690e8e4d0d016,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5624,1426,5597,1399,28,0.7464,False,0.0,Denmark,,5.0,ok,,,3.771
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,7218faa7d718853f8df4329a7242806cf70e63ece56f8cdb,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5740,1449,5721,1430,21,0.7476,True,1.0,Poznań,Poznań,5.72,ok,,,3.928
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,059802de84ebd63ee99284c9cb2b7db2d45ca66c55e68ee1,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5471,1387,5445,1361,28,0.7465,True,0.3,"Miley Naa Miley Hum was released more recently, in 2011, compared to Dance With A Stranger, which was released in 1985.",Miley Naa Miley Hum,9.85,ok,,,3.568
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,c1d354f1d1855b21eb3c3cd204d5030080ef9e3c7e4b0195,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5881,1490,5854,1463,28,0.7466,True,0.4211,"From Corleone To Brooklyn, as Umberto Lenzi was born in 1931, while Sam Newfield was born in 1899.",From Corleone To Brooklyn,10.14,ok,,,4.123
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,919cc6b1e482c475dc93740aae3549bc6012d644fb29562c,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4666,1183,4644,1161,24,0.7465,True,0.2222,"Jugband Blues came out first in 1967, while Joel The Lump Of Coal was released in 2014.",Jugband Blues,7.12,ok,,,2.595
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,2e86241a9d27925aa52e039067fa83e27e305301188daef7,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",3056,782,3032,758,25,0.7441,True,1.0,Sandflow,Sandflow,12.74,ok,,,1.113
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,93ff7c9369b6ff2f37896b54f6e4d8ff91c125f78ae8bf9a,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5432,1374,5410,1352,24,0.7471,True,0.0952,"The director of film Balls Out (2014 Film), Andrew Disney, attended the Tisch School of the Arts, where he received a BFA in Film Production.",Tisch,8.99,ok,,,3.517
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,544828db02efd1313bfc0a1bdeb8c3df5985c299254b0222,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5149,1303,5128,1282,23,0.7469,True,1.0,Eindhoven,Eindhoven,5.46,ok,,,3.161
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,b3845fcad97309850a76e3720cd829a45d2bb12ee29a9cfb,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5277,1334,5257,1314,22,0.7472,True,1.0,Mysore,Mysore,5.63,ok,,,3.32
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,cc32d31bbeb3e0d8787e963cf0843ae6b22f33817eb5a587,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",1098,296,1069,267,31,0.7304,True,0.1818,"No, Rhosgoch is located in Wales, while Qaleh-Ye Sahar is located in Iran.",no,3.95,ok,,,0.144
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,0a64d8873482d91efc595a508218c6ce881c13c95028039e,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",3266,831,3246,811,21,0.7456,False,0.0,Peter Rosegger,,2.99,ok,,,1.272
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,b1034d8bbeeba5f9001f48311c182d2a20782462f0c2ed65,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5356,1354,5336,1334,22,0.7472,True,1.0,Prenzlau,Prenzlau,5.25,ok,,,3.42
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,fcc4a49fbe72f1b8ffef144e2e9d85bfc8897ba2864fd521,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5529,1401,5503,1375,27,0.7466,True,1.0,Tom Mix In Arabia,Tom Mix In Arabia,16.2,ok,,,3.644
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,860a0ad0039969cc7f01d512df2b0ea283d8f7d0c08886e5,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",6312,1595,6289,1572,25,0.7473,True,0.375,"Moment Of Danger was released earlier, in 1960, while The Ballad Of Josie was released in 1967.",Moment Of Danger,9.31,ok,,,4.749
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,1d38c4b905f131417ce218eb86f68305a10160f9757cbeca,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5038,1280,5010,1252,29,0.7459,True,0.5,"Revolt Of The Praetorians came out first in 1964, while The Pyrammmid came out in 2011.",Revolt Of The Praetorians,8.11,ok,,,3.026
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,314e76591d11d30d2bd59b2f12b671e873b786656f19956d,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",6035,1526,6012,1503,25,0.7471,False,0.0,Stahleck Castle,,6.89,ok,,,4.342
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,90f7f51f0c27f041e730cf8893f79f3f40fcb0aab1820a4d,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",2267,583,2245,561,23,0.7428,False,0.6,"Renaud I, Count of Soissons","Guy II, Count of Soissons",2.92,ok,,,0.613
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,a7d0cfa55dce1e96490d1e6c0188398864724e96a44e4b79,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4586,1166,4559,1139,29,0.7457,False,0.8,"Sir Hew Dalrymple, 3rd Baronet","Sir Hew Dalrymple, 2nd Baronet",5.33,ok,,,2.507
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,9ef1c9e836fb3844fe16369a346088af89b8da29e24aab1f,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4333,1099,4311,1077,24,0.7464,True,1.0,"Sir Paul Gore, 1st Baronet","Sir Paul Gore, 1st Baronet",5.11,ok,,,2.238
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,236eb4a8c2ba63d96ed3b6aec9ff7b00fa5e4df1173dd01c,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",3961,1005,3941,985,22,0.7463,False,0.0,Not mentioned in the passage.,,4.25,ok,,,1.87
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,3ee59c959e64a29c8a30263816ad47b76ffab36e5b8859ee,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4700,1194,4674,1168,27,0.746,True,0.125,"The director of the film Ninamaninja Kalpadukal, N. N. Pisharody, was born in Methala, near Perumbavoor in Kerala.",Methala,8.65,ok,,,2.633
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,cf56ec8180c3c7622a439e68704fc1ff73770f2e8ee2926e,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4089,1051,4050,1012,41,0.743,True,0.7778,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato (1970) came out before The Bag Man (2014).,Una Prostituta Al Servizio Del Pubblico E In Regola Con Le Leggi Dello Stato,8.39,ok,,,1.993
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,184929a3ff00c41a966da9d53444da794af70ce90d624205,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5946,1499,5929,1482,19,0.7479,False,0.5,Trịnh Cương,Trịnh Bính,6.21,ok,,,4.215
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,3292d2bcbbf8fc4816d168bcb7f81c13341198da1e88b903,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",1749,455,1725,431,26,0.7399,True,0.4,Bajo Otro Sol was released more recently than Riding The California Trail.,Bajo Otro Sol,3.28,ok,,,0.365
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,633204c891118a6f3d1ae62d7b444c2ee02ad0cbae4876cc,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4172,1061,4147,1036,26,0.7457,True,1.0,Seven In The Sun,Seven In The Sun,4.04,ok,,,2.075
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,9c5350cca5afdd1a7254dbc26b3642401551473f4b071ce6,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5393,1367,5368,1342,26,0.7465,True,0.3529,"The Drover's Sweetheart came out earlier, in 1911, while Pigsty (Film) was released in 1969.",The Drover'S Sweetheart,9.19,ok,,,3.467
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,8daefc2a4f66b3614a6934857c8c8f9cfdeb3ca23d16e172,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4494,1138,4474,1118,22,0.7468,True,0.3077,Above Rubies (1932) came out earlier than The Magic Aster (2009).,Above Rubies,6.05,ok,,,2.408
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,6110cb2d4156df8d180fdd01e5f340c4731f7d1f4583fc5a,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5722,1449,5697,1424,27,0.7468,True,1.0,Abu Dhabi,Abu Dhabi,5.63,ok,,,3.903
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,c7347f362602f3a0be4b051c0b68219e0648afa64772bd30,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",2596,667,2571,642,27,0.7431,True,0.3529,"The date of death of the director of film Nallavan Vazhvan, P. Neelakantan, is 3 September 1992.",3 September 1992,6.14,ok,,,0.803
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,44864cf7bbca78294d1b24c5acfa035f30849d802356aad4,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",4749,1204,4726,1181,25,0.7465,True,1.0,Milan,Milan,4.62,ok,,,2.689
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,c9e8d02824dfbdf95fe9f90c45dc13bc12f45b6969b1467b,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",3806,971,3780,945,28,0.7449,True,0.125,"X-Paroni came out earlier, in 1964, while Mi Novia Está De Madre was released in 2007.",X-Paroni,6.89,ok,,,1.727
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,ececb22cb4bba60194702771c0d4de89658a4798d7efa1a1,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",2889,738,2867,716,23,0.7445,True,0.6667,"Washington, D.C.",Washington,2.94,ok,,,0.995
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,f5cf6d94b9e4e7adfc30d262396bc29e201d9e07ead1d088,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",5292,1341,5267,1316,26,0.7466,True,0.4,"Women's Suffrage Journal was established first in 1870, while Mostar (Magazine) was established in 2005.",Women'S Suffrage Journal,8.33,ok,,,3.338
llama3.1-70b,meta-llama/Llama-3.1-70B-Instruct,2wikimqa,8af3f07b73fabc0cc4ef4e6928818d1ff08ead9f41a5085a,4x,35,"[43, 19, 40, 17, 21, 7, 24, 27]",2963,758,2940,735,24,0.7442,False,0.0,"No, Ding Yaping is Chinese and German, while Johann Christian Gustav Lucae is German.",,5.0,ok,,,1.047
