model_key,model_hf_id,task,example_id,ratio_name,compressor_model,original_input_tokens,compressed_input_tokens,output_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,compression_meta
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,4567b6935bf5c64a1974b1089d67d176d9acac6b29836cb7,4x,NousResearch/Llama-2-7b-hf,4504,1134,2,0.7482,True,1.0,IK Start,IK Start,2.87,ok,,,"{""kwargs"": {""question"": ""The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4218, ""compressed_tokens"": 1003, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 35, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,d3b197d5b4da1198fc9c232524faced0f528b89f919b8061,4x,NousResearch/Llama-2-7b-hf,5749,1531,66,0.7337,True,0.0606,"Both Allure and Claudia are beauty magazines. Allure is a women's beauty magazine published by Condé Nast Publications, focusing on beauty, fashion, and women's health. Claudia, on the other hand, is a Polish magazine that targets women aged 20-45 and covers beauty, fashion, and lifestyle topics.",Allure,25.99,ok,,,"{""kwargs"": {""question"": ""Which is a beauty magazine, Allure or Claudia?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5286, ""compressed_tokens"": 1353, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 36, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,4670f2a542ac06d27e47a74a042cf57f743fba34722a7dc5,4x,NousResearch/Llama-2-7b-hf,4493,1050,1,0.7663,True,1.0,William,William,2.26,ok,,,"{""kwargs"": {""question"": ""What is the first name of the author who wrote the play in which R\u00f8nnaug Alten made her stage debut at Den Nationale Scene in 1930 as \""Viola\""?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4134, ""compressed_tokens"": 909, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 16, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,9dc6d234e2406aef691ea02ddc2064f343fc30cbc534c937,4x,NousResearch/Llama-2-7b-hf,5591,1365,54,0.7559,True,0.1,"Yes, both Pothos and Tibouchina Aubl are flowering genera of plants. Pothos is a genus of flowering plants in the family Araceae, and Tibouchina Aubl is a genus of flowering plants in the family Melastomataceae.",yes,20.27,ok,,,"{""kwargs"": {""question"": ""Are Pothos and Tibouchina Aubl both flowering genus of plants?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5753, ""compressed_tokens"": 1382, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 28, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,5e7675388334946fc508c4c8ac4ab0c491910fcc0e048bfd,4x,NousResearch/Llama-2-7b-hf,5449,1239,2,0.7726,True,0.6667,coaxial cable,coaxial,3.21,ok,,,"{""kwargs"": {""question"": ""SR connector is based on the connector that is often used for what type of cable?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5262, ""compressed_tokens"": 1176, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 32, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,78e73e15102e688a5b5f43155b11658907db8caa30fdb16e,4x,NousResearch/Llama-2-7b-hf,1844,586,21,0.6822,False,1.0,"Suining had a population of 658,798 in 2002.","In 2002, Suining had a population of 658,798.",4.29,ok,,,"{""kwargs"": {""question"": ""Did Qionghai or Suining  have a population of 658,798 in 2002? "", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 1770, ""compressed_tokens"": 530, ""ratio"": ""3.3x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 13, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,hotpotqa,4d6aafffd109cb61fd543f44bda770fda0cf1e1c3798548b,4x,NousResearch/Llama-2-7b-hf,4721,1184,2,0.7492,True,1.0,Albert Park,Albert Park,2.87,ok,,,"{""kwargs"": {""question"": ""1956 Night Series Cup games were played at what inner suburb of Melbourne that is 3km south of Melbourne's central business district?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4420, ""compressed_tokens"": 1047, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 30, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,4x,NousResearch/Llama-2-7b-hf,5050,1090,3,0.7842,True,1.0,"Toronto, Ontario","Toronto, Ontario",3.26,ok,,,"{""kwargs"": {""question"": ""Where was the husband of Maude Smith born?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4755, ""compressed_tokens"": 1003, ""ratio"": ""4.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 29, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,4x,NousResearch/Llama-2-7b-hf,3893,965,3,0.7521,True,1.0,Henry Goes Arizona,Henry Goes Arizona,19.74,ok,,,"{""kwargs"": {""question"": ""Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 3758, ""compressed_tokens"": 902, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 30, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,4x,NousResearch/Llama-2-7b-hf,5411,1487,31,0.7252,False,0.1111,"William Le Poer Trench's father, Richard Trench, 2nd Earl of Clancarty, died in April 1837.",26 April 1872,12.73,ok,,,"{""kwargs"": {""question"": ""When did William Le Poer Trench's father die?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5076, ""compressed_tokens"": 1372, ""ratio"": ""3.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 22, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,4x,NousResearch/Llama-2-7b-hf,5875,1321,33,0.7751,False,0.0,"The wife of Lou Breslow, Marion Byron, was born in the United States. However, the exact location of her birth is not specified in the provided passages.",,13.14,ok,,,"{""kwargs"": {""question"": ""Where was the wife of Lou Breslow born?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5641, ""compressed_tokens"": 1262, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 29, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,4x,NousResearch/Llama-2-7b-hf,5152,1295,28,0.7486,True,0.2353,"The director of the film ""Sweepstakes"" is Albert S. Rogell, who was born in Oklahoma City, Oklahoma.","Oklahoma City, Oklahoma",11.32,ok,,,"{""kwargs"": {""question"": ""What is the place of birth of the director of film Sweepstakes (Film)?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4754, ""compressed_tokens"": 1207, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 27, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,4x,NousResearch/Llama-2-7b-hf,2339,627,13,0.7319,True,0.2,"Yes, both Nick Varner and Carl Duser are American.",yes,3.14,ok,,,"{""kwargs"": {""question"": ""Do Nick Varner and Carl Duser share the same nationality?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 2152, ""compressed_tokens"": 567, ""ratio"": ""3.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 14, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,4x,NousResearch/Llama-2-7b-hf,5620,1341,13,0.7614,False,0.0,Marcus Annius Libo's aunt is Faustina the Elder.,,6.69,ok,,,"{""kwargs"": {""question"": ""Who is Marcus Annius Libo's aunt?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5554, ""compressed_tokens"": 1325, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 27, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,4x,NousResearch/Llama-2-7b-hf,4645,1226,7,0.7361,True,1.0,"Castlemaine, Victoria, Australia","Castlemaine, Victoria, Australia",4.32,ok,,,"{""kwargs"": {""question"": ""What is the place of birth of the director of film Clowning Around?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4255, ""compressed_tokens"": 1109, ""ratio"": ""3.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 24, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,4x,NousResearch/Llama-2-7b-hf,6544,1686,17,0.7424,True,0.2,The paternal grandfather of Dibyasambandh is King Mongkut of Siam.,Mongkut,9.56,ok,,,"{""kwargs"": {""question"": ""Who is the paternal grandfather of Dibyasambandh?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 6619, ""compressed_tokens"": 1714, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 38, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,4x,NousResearch/Llama-2-7b-hf,5026,1301,37,0.7411,True,0.1176,"Yes, both directors are British. Reginald Fogwell directed ""Betrayal"" (1932) and Gabrielle Beaumont directed ""The Godsend"" (1980).",yes,14.13,ok,,,"{""kwargs"": {""question"": ""Do director of film Betrayal (1932 Film) and director of film The Godsend (Film) share the same nationality?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4638, ""compressed_tokens"": 1199, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 30, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,4x,NousResearch/Llama-2-7b-hf,4557,1024,4,0.7753,False,0.0,Khud-Daar,,20.71,ok,,,"{""kwargs"": {""question"": ""Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4335, ""compressed_tokens"": 954, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 23, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,NousResearch/Llama-2-7b-hf,1800,461,41,0.7439,True,0.0909,"No, they are not from the same country. ""Revolt in the Big House"" is an American film, while ""The Fugitive"" (1914 film) is a Russian film.",no,6.55,ok,,,"{""kwargs"": {""question"": ""Are Revolt In The Big House and The Fugitive (1914 Film) from the same country?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 1759, ""compressed_tokens"": 414, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 18, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,NousResearch/Llama-2-7b-hf,2579,736,80,0.7146,True,0.2439,"Indradhanura Chhai came out earlier. It was released in 1993, while The Death Of Black King is mentioned in the context of a 1710 Slovak film, which predates Indradhanura Chhai. However, the specific release year for The Death Of Black King is not provided, but it is clear that Indradhanura Chhai is from",The Death Of Black King,18.75,ok,,,"{""kwargs"": {""question"": ""Which film came out earlier, Indradhanura Chhai or The Death Of Black King?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 2534, ""compressed_tokens"": 698, ""ratio"": ""3.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 22, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,NousResearch/Llama-2-7b-hf,5201,1163,36,0.7764,True,0.375,"Prince of Arcadia was released earlier. It was released in 1933, while Italia-Germania 4-3 was released in 1990.",Prince Of Arcadia,13.28,ok,,,"{""kwargs"": {""question"": ""Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5025, ""compressed_tokens"": 1087, ""ratio"": ""4.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 24, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,NousResearch/Llama-2-7b-hf,5932,1527,23,0.7426,True,0.1667,"The director of the film ""Nanon"" (1938), Herbert Maisch, died in Köln.",Köln,10.53,ok,,,"{""kwargs"": {""question"": ""Where did the director of film Nanon (1938 Film) die?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5519, ""compressed_tokens"": 1436, ""ratio"": ""3.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 26, ""used_merged_context"": false}"
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,NousResearch/Llama-2-7b-hf,3349,892,38,0.7337,True,0.25,"William Pooley died first. William Pooley died on 11 September 1905, while Erich Haenisch died on 21 December 1966.",William Pooley,11.23,ok,,,"{""kwargs"": {""question"": ""Who died first, Erich Haenisch or William Pooley?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 3129, ""compressed_tokens"": 812, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 22, ""used_merged_context"": false}"
