model_key,model_hf_id,task,example_id,ratio_name,compressor_model,original_input_tokens,compressed_input_tokens,output_tokens,input_token_reduction,exact_match,f1,prediction,best_answer,elapsed_s,status,error_type,error_message,compression_meta
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,4567b6935bf5c64a1974b1089d67d176d9acac6b29836cb7,4x,NousResearch/Llama-2-7b-hf,4519,1132,1,0.7495,False,0.6667,Start,IK Start,17.3,ok,,,"{""kwargs"": {""question"": ""The 2011 La Manga Cup was won by Viking, who beat which Norwegian football club from the town of Kristiansand, currently playing in Tippeligaen having been promoted from Adeccoligaen in 2012?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4218, ""compressed_tokens"": 1003, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 35, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,d3b197d5b4da1198fc9c232524faced0f528b89f919b8061,4x,NousResearch/Llama-2-7b-hf,5695,1533,26,0.7308,True,0.1333,"Allure is a beauty magazine, while Claudia is a women's magazine that focuses on beauty but is not exclusively a beauty magazine.",Allure,23.14,ok,,,"{""kwargs"": {""question"": ""Which is a beauty magazine, Allure or Claudia?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5286, ""compressed_tokens"": 1353, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 36, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,4670f2a542ac06d27e47a74a042cf57f743fba34722a7dc5,4x,NousResearch/Llama-2-7b-hf,4608,1075,1,0.7667,True,1.0,William,William,10.46,ok,,,"{""kwargs"": {""question"": ""What is the first name of the author who wrote the play in which R\u00f8nnaug Alten made her stage debut at Den Nationale Scene in 1930 as \""Viola\""?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4134, ""compressed_tokens"": 909, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 16, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,9dc6d234e2406aef691ea02ddc2064f343fc30cbc534c937,4x,NousResearch/Llama-2-7b-hf,5802,1404,18,0.758,True,0.1667,"Yes, both Pothos and Tibouchina Aubl are flowering genera of plants.",yes,21.39,ok,,,"{""kwargs"": {""question"": ""Are Pothos and Tibouchina Aubl both flowering genus of plants?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5753, ""compressed_tokens"": 1382, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 28, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,5e7675388334946fc508c4c8ac4ab0c491910fcc0e048bfd,4x,NousResearch/Llama-2-7b-hf,5432,1242,4,0.7714,True,0.6667,Coaxial cable,coaxial,19.18,ok,,,"{""kwargs"": {""question"": ""SR connector is based on the connector that is often used for what type of cable?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5262, ""compressed_tokens"": 1176, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 32, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,78e73e15102e688a5b5f43155b11658907db8caa30fdb16e,4x,NousResearch/Llama-2-7b-hf,1850,583,21,0.6849,False,1.0,"Suining had a population of 658,798 in 2002.","In 2002, Suining had a population of 658,798.",9.41,ok,,,"{""kwargs"": {""question"": ""Did Qionghai or Suining  have a population of 658,798 in 2002? "", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 1770, ""compressed_tokens"": 530, ""ratio"": ""3.3x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 13, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,hotpotqa,4d6aafffd109cb61fd543f44bda770fda0cf1e1c3798548b,4x,NousResearch/Llama-2-7b-hf,4689,1167,2,0.7511,True,1.0,Albert Park,Albert Park,17.28,ok,,,"{""kwargs"": {""question"": ""1956 Night Series Cup games were played at what inner suburb of Melbourne that is 3km south of Melbourne's central business district?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4420, ""compressed_tokens"": 1047, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 30, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ddd046530f4979511397f82fe5391d0a646c0aa18225a98e,4x,NousResearch/Llama-2-7b-hf,5029,1090,15,0.7833,True,0.3636,"John A. McDougald was born in Toronto, Ontario, Canada.","Toronto, Ontario",10.3,ok,,,"{""kwargs"": {""question"": ""Where was the husband of Maude Smith born?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4755, ""compressed_tokens"": 1003, ""ratio"": ""4.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 29, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,57543e0892f90733bf97dc270cdb36eb9bf8e2230940bcb9,4x,NousResearch/Llama-2-7b-hf,3982,972,64,0.7559,True,0.1875,"Henry Goes Arizona was directed by Edwin L. Marin, who died on May 2, 1951. Tex And The Lord Of The Deep was directed by Duccio Tessari, who died on September 6, 1994. Therefore, the director of Henry Goes Arizona died first.",Henry Goes Arizona,14.98,ok,,,"{""kwargs"": {""question"": ""Which film has the director who died first, Tex And The Lord Of The Deep or Henry Goes Arizona?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 3758, ""compressed_tokens"": 902, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 30, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ee29eb2556135405fa19a48b0abdff0aceddef7594169c33,4x,NousResearch/Llama-2-7b-hf,5433,1497,27,0.7245,False,0.1176,"His father, William Le Poer Trench, 3rd Earl of Clancarty, died in April 172.",26 April 1872,21.83,ok,,,"{""kwargs"": {""question"": ""When did William Le Poer Trench's father die?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5076, ""compressed_tokens"": 1372, ""ratio"": ""3.7x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 22, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,884614fa7d0fe723587d2f2677d3f2143cd13ab74391bea6,4x,NousResearch/Llama-2-7b-hf,5966,1356,24,0.7727,False,0.0,"Marion Byron was born in 1911, but the specific birthplace is not detailed in the provided passages.",,20.73,ok,,,"{""kwargs"": {""question"": ""Where was the wife of Lou Breslow born?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5641, ""compressed_tokens"": 1262, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 29, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7940c60a5ff2d81b62d118253577d1d891057ca45695e91a,4x,NousResearch/Llama-2-7b-hf,5102,1262,13,0.7526,True,0.4,"Albert S. Rogell was born in Oklahoma City, Oklahoma.","Oklahoma City, Oklahoma",13.48,ok,,,"{""kwargs"": {""question"": ""What is the place of birth of the director of film Sweepstakes (Film)?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4754, ""compressed_tokens"": 1207, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 27, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,63df7238a0005c6bffc122ca97570a95eb1d3711abaee205,4x,NousResearch/Llama-2-7b-hf,2339,628,1,0.7315,False,0.0,,,10.42,ok,,,"{""kwargs"": {""question"": ""Do Nick Varner and Carl Duser share the same nationality?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 2152, ""compressed_tokens"": 567, ""ratio"": ""3.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 14, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7140432f1c424674d04ea819fa63f85aa4f154d72ab66285,4x,NousResearch/Llama-2-7b-hf,5742,1374,21,0.7607,False,0.0,Marcus Annius Libo's aunt is Rupilia Faustina Annius Verus.,,20.78,ok,,,"{""kwargs"": {""question"": ""Who is Marcus Annius Libo's aunt?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5554, ""compressed_tokens"": 1325, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 27, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,6e7d2d0700c8ec6fc15dc188c42d8104b89935219254fdaf,4x,NousResearch/Llama-2-7b-hf,4616,1212,14,0.7374,True,0.5455,"George Whaley was born in Castlemaine, Victoria, Australia.","Castlemaine, Victoria, Australia",13.92,ok,,,"{""kwargs"": {""question"": ""What is the place of birth of the director of film Clowning Around?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4255, ""compressed_tokens"": 1109, ""ratio"": ""3.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 24, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,9b0b29e391c61c570b20fae813486bc757c1fb7d25d83049,4x,NousResearch/Llama-2-7b-hf,6729,1715,4,0.7451,True,0.6667,King Mongkut,Mongkut,12.28,ok,,,"{""kwargs"": {""question"": ""Who is the paternal grandfather of Dibyasambandh?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 6619, ""compressed_tokens"": 1714, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 38, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,ead67129fee9b0024c9c3f53041469d74cf8a0281e39febb,4x,NousResearch/Llama-2-7b-hf,5003,1319,7,0.7364,True,0.3333,"Yes, both directors are British.",yes,6.18,ok,,,"{""kwargs"": {""question"": ""Do director of film Betrayal (1932 Film) and director of film The Godsend (Film) share the same nationality?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4638, ""compressed_tokens"": 1199, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 30, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,7a35ba110f4c26f7eb9d4dcc2e8c1baac383c777f0904976,4x,NousResearch/Llama-2-7b-hf,4608,1040,60,0.7743,True,0.32,"Murderer In The Fog was directed by Eugen York, who was born in 1913, while Khud-Daar was directed by Ravi Tandon, who was born in 1935. Therefore, Murderer In The Fog has the director who was born earlier.",Murderer In The Fog,16.16,ok,,,"{""kwargs"": {""question"": ""Which film has the director who was born earlier, Khud-Daar or Murderer In The Fog?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 4335, ""compressed_tokens"": 954, ""ratio"": ""4.5x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 23, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,f0523a41000b43996413780968b611c3f4d28b87f4acc859,4x,NousResearch/Llama-2-7b-hf,1800,463,38,0.7428,True,0.0909,"No, they are not from the same country. Revolt in the Big House is an American film, while The Fugitive (1914 Film) is a Russian film.",no,8.14,ok,,,"{""kwargs"": {""question"": ""Are Revolt In The Big House and The Fugitive (1914 Film) from the same country?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 1759, ""compressed_tokens"": 414, ""ratio"": ""4.2x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 18, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,5844352bd3fe5898756970abec3099ec694be6ad15c498db,4x,NousResearch/Llama-2-7b-hf,2582,736,35,0.7149,True,0.4545,"Indradhanura Chhai came out earlier. It was released in 1993, while The Death Of Black King was released in 1971.",The Death Of Black King,12.38,ok,,,"{""kwargs"": {""question"": ""Which film came out earlier, Indradhanura Chhai or The Death Of Black King?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 2534, ""compressed_tokens"": 698, ""ratio"": ""3.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 22, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,35cbcb102aa5b4f9188011190e0f30456df5673fcddacf49,4x,NousResearch/Llama-2-7b-hf,5299,1179,8,0.7775,True,0.6667,Prince Of Arcadia was released earlier.,Prince Of Arcadia,17.25,ok,,,"{""kwargs"": {""question"": ""Which film was released earlier, Prince Of Arcadia or Italia-Germania 4-3?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5025, ""compressed_tokens"": 1087, ""ratio"": ""4.6x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 24, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,67705e148a6e0540819f466bb4fdc73ed2e5cbcd64d80930,4x,NousResearch/Llama-2-7b-hf,5948,1554,1,0.7387,True,1.0,Köln,Köln,13.07,ok,,,"{""kwargs"": {""question"": ""Where did the director of film Nanon (1938 Film) die?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 5519, ""compressed_tokens"": 1436, ""ratio"": ""3.8x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 26, ""used_merged_context"": false}"
deepseek-14b,deepseek-ai/DeepSeek-R1-Distill-Qwen-14B,2wikimqa,62616c28af945825f87a95c47c1783dc284b06ec2d447402,4x,NousResearch/Llama-2-7b-hf,3338,891,41,0.7331,True,0.2353,"Erich Haenisch died on 21 December 1966, while William Pooley died on 11 September 1905. Therefore, William Pooley died first.",William Pooley,13.8,ok,,,"{""kwargs"": {""question"": ""Who died first, Erich Haenisch or William Pooley?"", ""condition_in_question"": ""after_condition"", ""reorder_context"": ""sort"", ""dynamic_context_compression_ratio"": 0.3, ""condition_compare"": true, ""context_budget"": ""+100"", ""rank_method"": ""longllmlingua"", ""rate"": 0.25}, ""origin_tokens"": 3129, ""compressed_tokens"": 812, ""ratio"": ""3.9x"", ""attempt_label"": ""primary_split_docs"", ""input_doc_count"": 22, ""used_merged_context"": false}"
