model_key,model_hf_id,repo_name,file_path,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,edit_sim,prefix_match,prediction,gold_next_line,elapsed_s,status,error_type,error_message,attention_estimated_gb
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,chinhsuanwu/ifusion,ldm/models/diffusion/ddpm.py,chinhsuanwu/ifusion/ldm/models/diffusion/ddpm.py#10,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",10006,10006,9006,9006,0,0.0,False,0.0,False,,"        count_params(self.model, verbose=True)",0.0,error,OutOfMemoryError,"CUDA out of memory. Tried to allocate 11.94 GiB. GPU 0 has a total capacity of 79.25 GiB of which 9.96 GiB is free. Process 1 has 69.29 GiB memory in use. Of the allocated memory 62.56 GiB is allocated by PyTorch, and 6.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,RobertCsordas/moe_attention,dataset/text/chunked_setencepiece_lm_dataset.py,RobertCsordas/moe_attention/dataset/text/chunked_setencepiece_lm_dataset.py#11,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3198,1692,1814,308,55,0.4709,False,0.1226,False,"# The class `ChunkedSentencepieceLMDataSet` is designed to handle large text datasets by breaking them into smaller, manageable chunks. It uses the SentencepieceVocabulary for tokenization and supports multiprocessing for efficient tokenization of chunks. The class also includes methods for loading",    def start_test(self) -> WordLevelLanguageModelTestState:,4.79,ok,,,0.61
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,colour-science/colour-visuals,utilities/generate_plots.py,colour-science/colour-visuals/utilities/generate_plots.py#12,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",25418,25418,24333,24333,0,0.0,False,0.0,False,,"        (VisualPointerGamut2D, {}, None),",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=38.51GiB budget=8.00GiB seq_len=25418,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,rohitsinghlab/sceodesic,sceodesic/sceo_main/run_sceo.py,rohitsinghlab/sceodesic/sceodesic/sceo_main/run_sceo.py#13,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2975,1747,1479,251,47,0.4128,False,0.2931,False,# Path: sceodesic/sceo_main/run_sceo.py,"    data_embedding, modules = order_by_second_moment(data_embedding, modules)",4.84,ok,,,0.528
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,StackTipsLab/bloggy,bloggy/models/post.py,StackTipsLab/bloggy/bloggy/models/post.py#14,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4015,1137,3467,589,43,0.7168,False,0.5789,False,category = models.ForeignKey(,    category = models.ManyToManyField(Category),5.08,ok,,,0.961
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,TheCompAce/ShellSpeak,main.py,TheCompAce/ShellSpeak/main.py#15,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",10893,10893,10215,10215,0,0.0,False,0.0,False,,            setup_menu(),0.0,error,OutOfMemoryError,"CUDA out of memory. Tried to allocate 14.15 GiB. GPU 0 has a total capacity of 79.25 GiB of which 12.63 GiB is free. Process 1 has 66.61 GiB memory in use. Of the allocated memory 65.86 GiB is allocated by PyTorch, and 259.75 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,modelscope/normal-depth-diffusion,libs/omnidata_torch/lib/zoe/zoedepth/models/zoedepth/zoedepth_v1.py,modelscope/normal-depth-diffusion/libs/omnidata_torch/lib/zoe/zoedepth/models/zoedepth/zoedepth_v1.py#16,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",8744,2985,6938,1179,51,0.6586,False,0.8113,False,self.log_binomial = ConditionalLogBinomial(,        self.conditional_log_binomial = ConditionalLogBinomial(,8.36,ok,,,4.557
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,upfusion3d/upfusion,control_net/cldm/cldm_dfslt.py,upfusion3d/upfusion/control_net/cldm/cldm_dfslt.py#17,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",23957,23957,22594,22594,0,0.0,False,0.0,False,,                TimestepEmbedSequential(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=34.21GiB budget=8.00GiB seq_len=23957,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,liuqidong07/MOELoRA-peft,src/MLoRA/peft/tuners/prompt_tuning.py,liuqidong07/MOELoRA-peft/src/MLoRA/peft/tuners/prompt_tuning.py#18,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",982,628,426,72,44,0.3605,False,0.0604,False,"# The `PromptTuningConfig` class is used to configure the initialization of prompt tuning parameters. It inherits from the `PromptLearningConfig` class and adds additional fields for specifying the initialization method, initialization text, and tokenizer name or path. The `__post_init__` method is a placeholder for",        self.peft_type = PeftType.PROMPT_TUNING,3.9,ok,,,0.057
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,KieDani/Towards_3D_Object_Localization,general/train.py,KieDani/Towards_3D_Object_Localization/general/train.py#19,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",6633,3644,3601,612,71,0.4506,False,0.2651,False,# Path: general/train.py,"        heatmap = create_heatmaps(joint, (H, W)).squeeze(0)",7.48,ok,,,2.622
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,facebookresearch/chat2map-official,main.py,facebookresearch/chat2map-official/main.py#20,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4523,1096,4128,701,49,0.7577,False,0.1292,False,# The function `main` is defined to handle command line arguments and configure the experiment. It uses the `get_config` function to create a unified configuration with default values overwritten by values from `config_paths` and options from `opts`. The `get_config` function is responsible for merging configurations,    trainer_init = baseline_registry.get_trainer(config.TRAINER_NAME),5.27,ok,,,1.219
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,nexB/dejacode,product_portfolio/admin.py,nexB/dejacode/product_portfolio/admin.py#21,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",28127,28127,26631,26631,0,0.0,False,0.0,False,,    mass_update_form = ProductMassUpdateForm,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=47.15GiB budget=8.00GiB seq_len=28127,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,BobaZooba/xllm,src/xllm/experiments/base.py,BobaZooba/xllm/src/xllm/experiments/base.py#22,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",23605,23605,22269,22269,0,0.0,False,0.0,False,,            self.tokenizer = self.build_tokenizer(),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=33.21GiB budget=8.00GiB seq_len=23605,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,spla-tam/SplaTAM,scripts/splatam.py,spla-tam/SplaTAM/scripts/splatam.py#23,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",21663,21663,19815,19815,0,0.0,False,0.0,False,,    seed_everything(seed=experiment.config['seed']),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=27.97GiB budget=8.00GiB seq_len=21663,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,aliyun/pai-python-sdk,pai/model.py,aliyun/pai-python-sdk/pai/model.py#24,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",14858,14858,13660,13660,0,0.0,False,0.0,False,,"        session: Session = None,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=13.16GiB budget=8.00GiB seq_len=14858,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,MTgeophysics/mtpy-v2,tests/core/test_mt_collection.py,MTgeophysics/mtpy-v2/tests/core/test_mt_collection.py#25,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",23576,23576,22251,22251,0,0.0,False,0.0,False,,            original = MT(tf_fn),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=33.13GiB budget=8.00GiB seq_len=23576,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,AIFSH/NativeSpeaker,src/core.py,AIFSH/NativeSpeaker/src/core.py#26,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",10672,10672,10091,10091,0,0.0,False,0.0,False,,        audio_process = AudioProcess(15),0.0,error,OutOfMemoryError,"CUDA out of memory. Tried to allocate 13.58 GiB. GPU 0 has a total capacity of 79.25 GiB of which 13.55 GiB is free. Process 1 has 65.69 GiB memory in use. Of the allocated memory 64.99 GiB is allocated by PyTorch, and 206.60 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,acolas1/KGSimple,simplify_batched.py,acolas1/KGSimple/simplify_batched.py#27,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",23377,23377,22680,22680,0,0.0,False,0.0,False,,"        scores.append({""name"": ""fluency"", ""model"": FluencyScorer(1, log=False, laplace_smooth=True, prob_dict_path=args.prob_dict_path), ""sign"": 1, ""weight"": 1.0})",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=32.57GiB budget=8.00GiB seq_len=23377,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,shercoo/RGDiffSR,ldm/models/diffusion/ddpm.py,shercoo/RGDiffSR/ldm/models/diffusion/ddpm.py#28,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",12487,12487,10825,10825,0,0.0,False,0.0,False,,            elif isimage(xc):,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=9.29GiB budget=8.00GiB seq_len=12487,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,asdfghjil/XMUCourseCheckin,checkin.py,asdfghjil/XMUCourseCheckin/checkin.py#29,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1547,1109,527,89,46,0.2831,False,0.8414,False,"checkinList = getCheckinList(session, http_header, userInfo, today=True)","    lesson = printCheckinList(session, http_header, userInfo, today=True)",4.24,ok,,,0.143
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,KAIST-AILab/palr,train.py,KAIST-AILab/palr/train.py#30,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",20176,20176,18981,18981,0,0.0,False,0.0,False,,        trainer = PALR(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=24.26GiB budget=8.00GiB seq_len=20176,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,acolas1/KGSimple,simplify.py,acolas1/KGSimple/simplify.py#31,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",20856,20856,20366,20366,0,0.0,False,0.0,False,,"        model = GAP_Type_model.from_pretrained(checkpoint,t_emb_dim=t_emb_dim)",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=25.93GiB budget=8.00GiB seq_len=20856,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,kakaobrain/cxr-clip,cxrclip/data/datasets/imagetext.py,kakaobrain/cxr-clip/cxrclip/data/datasets/imagetext.py#32,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2001,1337,799,135,48,0.3318,False,0.2756,False,"# The function `generate_report_from_labels` is called with the parameters `labels`, `self.prompt_json`, and `deterministic=False`. The result is stored in the variable `report`.",            text = generate_report_from_labels(,4.43,ok,,,0.239
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,shell-nlp/gpt_server,gpt_server/serving/main.py,shell-nlp/gpt_server/gpt_server/serving/main.py#33,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1105,761,414,70,57,0.3113,False,0.2473,False,"+ f"" --model_name_or_path {model_name_or_path} --model_type {model_type} --model_names {model_names} --host {host} --port {port}""","                + f"" --master_port {get_free_tcp_port()}""",4.01,ok,,,0.073
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,cyberark/ark-sdk-python,tests/unit/auth/test_ark_isp_auth.py,cyberark/ark-sdk-python/tests/unit/auth/test_ark_isp_auth.py#34,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2911,801,2541,431,49,0.7248,False,0.1569,False,# Create a mock for the ArkISPAuth class,"        session_mock.return_value.post.side_effect = [START_AUTH_SUCCESS_RESPONSE, ADVANCE_AUTH_SUCCESS_RESPONSE]",4.57,ok,,,0.505
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,owkin/fedeca,fedeca/tests/strategies/test_webdisco.py,owkin/fedeca/fedeca/tests/strategies/test_webdisco.py#35,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",21102,21102,19727,19727,0,0.0,False,0.0,False,,"        cls.model = CoxPHModelTorch(ndim=ndim, torch_dtype=torch_dtype)",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=26.54GiB budget=8.00GiB seq_len=21102,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,ej52/hass-ollama-conversation,custom_components/ollama_conversation/config_flow.py,ej52/hass-ollama-conversation/custom_components/ollama_conversation/config_flow.py#36,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",2182,850,1604,272,66,0.6104,False,0.9011,False,"CONF_PROMPT_SYSTEM: DEFAULT_PROMPT_SYSTEM,",        CONF_PROMPT_SYSTEM: DEFAULT_PROMPT_SYSTEM,4.29,ok,,,0.284
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,Graph-and-Geometric-Learning/D4Explainer,main.py,Graph-and-Geometric-Learning/D4Explainer/main.py#37,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1274,733,651,110,50,0.4246,False,0.5926,False,# args.feature_in = feature_dict[args.dataset],args.task = task_type[args.dataset],4.02,ok,,,0.097
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,RoboFlamingo/RoboFlamingo,robot_flamingo/data/data.py,RoboFlamingo/RoboFlamingo/robot_flamingo/data/data.py#38,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",7455,2479,5995,1019,49,0.6675,False,0.2982,False,"def get_real_dataset(args, image_processor, tokenizer, epoch=0, floor=False):",    calvin_dataset = RealDatasetHDF5(,7.77,ok,,,3.313
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,Czm369/MixPL,mmdet/configs/rtmdet/rtmdet_ins_l_8xb32_300e_coco.py,Czm369/MixPL/mmdet/configs/rtmdet/rtmdet_ins_l_8xb32_300e_coco.py#39,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",24469,24469,23577,23577,0,0.0,False,0.0,False,,"    dict(type=YOLOXHSVRandomAug),",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=35.69GiB budget=8.00GiB seq_len=24469,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,modelscope/llmuses,llmuses/run_ms.py,modelscope/llmuses/llmuses/run_ms.py#40,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",7359,2208,6206,1055,54,0.7,False,0.9155,False,"model_adapter = ContinuationLogitsModelAdapter(model_id=model_id,","            model_adapter = ContinuationLogitsModelAdapter(model_id=model_id,",7.48,ok,,,3.228
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,zju3dv/EasyVolcap,scripts/gaussian/merge_pcd.py,zju3dv/EasyVolcap/scripts/gaussian/merge_pcd.py#41,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1225,414,977,166,62,0.662,False,0.5484,False,vs.append(load_pts(vhull)),"        v, c, n, s = load_pts(vhull)",4.0,ok,,,0.089
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,VILA-Lab/GBLM-Pruner,lib/prune.py,VILA-Lab/GBLM-Pruner/lib/prune.py#42,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3272,1856,1706,290,48,0.4328,False,0.9277,False,"# wrapped_layers[name] = WrappedGPT(subset[name], layer_id=i, layer_name=name)","            wrapped_layers[name] = WrappedGPT(subset[name], layer_id=i, layer_name=name)",4.92,ok,,,0.638
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,chenruduan/OAReactDiff,oa_reactdiff/tests/model/test_equiv.py,chenruduan/OAReactDiff/oa_reactdiff/tests/model/test_equiv.py#43,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",5452,1616,4621,785,42,0.7036,False,0.0578,False,# The test_rotation function is designed to test the rotation equivariance of the model. It does this by comparing the output of the model when the input positions are rotated with the output of the model when the input positions are not rotated. The function uses the rotation matrix `self.rot`,"            print(tensor_relative_diff(_h, _h_rot))",5.8,ok,,,1.772
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,ruudjuffermans/Event-Driven-Backtester,example.py,ruudjuffermans/Event-Driven-Backtester/example.py#44,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3700,789,3507,596,67,0.7868,False,0.2133,False,loop = Loop(,"backtest = Loop(generator, execution, portfolio, strategy, 0.0)",3.48,ok,,,0.816
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,RobertCsordas/moe_attention,tasks/simple/language_model/transformer_lm_mixin.py,RobertCsordas/moe_attention/tasks/simple/language_model/transformer_lm_mixin.py#45,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",19084,19084,17312,17312,0,0.0,False,0.0,False,,"    def train_step(self) -> Tuple[Result, Dict[str, Any]]:",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=21.71GiB budget=8.00GiB seq_len=19084,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,IDSIA/automated-cl,main.py,IDSIA/automated-cl/main.py#46,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",20686,20686,18142,18142,0,0.0,False,0.0,False,,    dataloader_a = BatchMetaDataLoader(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=25.51GiB budget=8.00GiB seq_len=20686,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,kayprogrammer/socialnet-v2,apps/accounts/views.py,kayprogrammer/socialnet-v2/apps/accounts/views.py#47,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",3570,1384,2633,447,48,0.6123,False,0.2174,False,async def logout(request):,"    auth=AuthUser(),",2.14,ok,,,0.76
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,SALT-NLP/Efficient_Unlearning,src/models/transformers/parameter-efficient-finetuning/models/auto/adapter_model.py,SALT-NLP/Efficient_Unlearning/src/models/transformers/parameter-efficient-finetuning/models/auto/adapter_model.py#48,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",4336,1116,3879,659,65,0.7426,False,0.4,False,# The following classes are used to register the adapter models and models with heads.,class AutoAdapterModel(_BaseAutoModelClass):,5.15,ok,,,1.121
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,alipay/PainlessInferenceAcceleration,pia/lookahead/models/baichuan/modeling_baichuan.py,alipay/PainlessInferenceAcceleration/pia/lookahead/models/baichuan/modeling_baichuan.py#49,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",16273,16273,14691,14691,0,0.0,False,0.0,False,,class BaichuanPreTrainedModel(LookaheadPreTrainedModel):,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=15.78GiB budget=8.00GiB seq_len=16273,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,modelscope/normal-depth-diffusion,ldm/models/diffusion/ddpm.py,modelscope/normal-depth-diffusion/ldm/models/diffusion/ddpm.py#50,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",14218,14218,12944,12944,0,0.0,False,0.0,False,,            self.prior_model = instantiate_from_config(prior_model),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=12.05GiB budget=8.00GiB seq_len=14218,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,mpenning/ciscoconfparse2,ciscoconfparse2/ciscoconfparse2.py,mpenning/ciscoconfparse2/ciscoconfparse2/ciscoconfparse2.py#51,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",44790,44790,43801,43801,0,0.0,False,0.0,False,,"    NXOSAccessLine,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=119.58GiB budget=8.00GiB seq_len=44790,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,newcastleuniversity/DISPEL,dispel/providers/generic/tasks/pinch/steps.py,newcastleuniversity/DISPEL/dispel/providers/generic/tasks/pinch/steps.py#52,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",30593,30593,28970,28970,0,0.0,False,0.0,False,,    aggregations = DEFAULT_AGGREGATIONS_Q95_CV,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=55.79GiB budget=8.00GiB seq_len=30593,0.0
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,ali-vilab/dreamtalk,inference_for_demo_video.py,ali-vilab/dreamtalk/inference_for_demo_video.py#53,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",7264,2253,6037,1026,63,0.6898,False,0.6957,False,"crop_src_image(args.image_path, src_img_path, increase_ratio=1.2, detector=None)","        crop_src_image(args.image_path, src_img_path, 0.4)",6.88,ok,,,3.145
mistral-24b,mistralai/Mistral-Small-24B-Instruct-2501,CodeWithEmad/num2fa,num2fa/converters/word_converter.py,CodeWithEmad/num2fa/num2fa/converters/word_converter.py#54,6x,30,"[27, 5, 30, 26, 17, 31, 29, 7]",1185,706,576,97,42,0.4042,False,0.5057,False,"+ _point_words(numerator, decimal_separator)",                + _natural_words(numerator),4.07,ok,,,0.084
