model_key,model_hf_id,repo_name,file_path,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,edit_sim,prefix_match,prediction,gold_next_line,elapsed_s,status,error_type,error_message,attention_estimated_gb
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,chinhsuanwu/ifusion,ldm/models/diffusion/ddpm.py,chinhsuanwu/ifusion/ldm/models/diffusion/ddpm.py#10,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",9384,2375,8444,1435,44,0.7469,False,0.2353,False,self.use_ema = use_ema,"        count_params(self.model, verbose=True)",4.79,ok,,,4.593
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,RobertCsordas/moe_attention,dataset/text/chunked_setencepiece_lm_dataset.py,RobertCsordas/moe_attention/dataset/text/chunked_setencepiece_lm_dataset.py#11,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2988,1558,1722,292,51,0.4786,False,0.2796,False,"def tokenize_chunk(self, i: int):",    def start_test(self) -> WordLevelLanguageModelTestState:,3.0,ok,,,0.466
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,colour-science/colour-visuals,utilities/generate_plots.py,colour-science/colour-visuals/utilities/generate_plots.py#12,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",23548,23548,22567,22567,0,0.0,False,0.0,False,,"        (VisualPointerGamut2D, {}, None),",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=28.92GiB budget=8.00GiB seq_len=23548,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,rohitsinghlab/sceodesic,sceodesic/sceo_main/run_sceo.py,rohitsinghlab/sceodesic/sceodesic/sceo_main/run_sceo.py#13,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2725,1584,1374,233,41,0.4187,False,0.9733,False,"data_embedding, modules = order_by_second_moment(data_embedding, modules)","    data_embedding, modules = order_by_second_moment(data_embedding, modules)",2.97,ok,,,0.387
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,StackTipsLab/bloggy,bloggy/models/post.py,StackTipsLab/bloggy/bloggy/models/post.py#14,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3602,1042,3084,524,39,0.7107,False,0.5789,False,category = models.ForeignKey(,    category = models.ManyToManyField(Category),3.06,ok,,,0.677
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,TheCompAce/ShellSpeak,main.py,TheCompAce/ShellSpeak/main.py#15,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",10338,2281,9707,1650,33,0.7794,False,0.093,False,elif choice == '2':,            setup_menu(),5.41,ok,,,5.574
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,modelscope/normal-depth-diffusion,libs/omnidata_torch/lib/zoe/zoedepth/models/zoedepth/zoedepth_v1.py,modelscope/normal-depth-diffusion/libs/omnidata_torch/lib/zoe/zoedepth/models/zoedepth/zoedepth_v1.py#16,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",8095,2719,6477,1101,50,0.6641,False,0.43,False,"self.log_binomial = ConditionalLogBinomial(last_in, bin_embedding_dim, n_bins, bottleneck_factor=2, max_temp=max_temp, min_temp=min_temp)",        self.conditional_log_binomial = ConditionalLogBinomial(,5.0,ok,,,3.418
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,upfusion3d/upfusion,control_net/cldm/cldm_dfslt.py,upfusion3d/upfusion/control_net/cldm/cldm_dfslt.py#17,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",22293,22293,21039,21039,0,0.0,False,0.0,False,,                TimestepEmbedSequential(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=25.92GiB budget=8.00GiB seq_len=22293,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,liuqidong07/MOELoRA-peft,src/MLoRA/peft/tuners/prompt_tuning.py,liuqidong07/MOELoRA-peft/src/MLoRA/peft/tuners/prompt_tuning.py#18,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",927,596,398,67,44,0.3571,False,0.184,False,self.tokenizer = AutoTokenizer.from_pretrained(self.tokenizer_name_or_path) if self.tokenizer_name_or_path else None,        self.peft_type = PeftType.PROMPT_TUNING,2.65,ok,,,0.045
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,KieDani/Towards_3D_Object_Localization,general/train.py,KieDani/Towards_3D_Object_Localization/general/train.py#19,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6207,3415,3363,571,71,0.4498,False,0.6202,False,"heatmap = create_heatmaps(joint, output_size=(W, W), sigma=8, factor1)","        heatmap = create_heatmaps(joint, (H, W)).squeeze(0)",4.63,ok,,,2.009
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,facebookresearch/chat2map-official,main.py,facebookresearch/chat2map-official/main.py#20,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3656,933,3280,557,47,0.7448,False,0.1649,False,if args.run_type == 'train':,    trainer_init = baseline_registry.get_trainer(config.TRAINER_NAME),3.22,ok,,,0.697
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,nexB/dejacode,product_portfolio/admin.py,nexB/dejacode/product_portfolio/admin.py#21,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",26717,26717,25328,25328,0,0.0,False,0.0,False,,    mass_update_form = ProductMassUpdateForm,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=37.23GiB budget=8.00GiB seq_len=26717,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,BobaZooba/xllm,src/xllm/experiments/base.py,BobaZooba/xllm/src/xllm/experiments/base.py#22,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",22897,22897,21620,21620,0,0.0,False,0.0,False,,            self.tokenizer = self.build_tokenizer(),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=27.34GiB budget=8.00GiB seq_len=22897,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,spla-tam/SplaTAM,scripts/splatam.py,spla-tam/SplaTAM/scripts/splatam.py#23,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",20396,20396,18674,18674,0,0.0,False,0.0,False,,    seed_everything(seed=experiment.config['seed']),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=21.70GiB budget=8.00GiB seq_len=20396,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,aliyun/pai-python-sdk,pai/model.py,aliyun/pai-python-sdk/pai/model.py#24,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",14203,14203,13061,13061,0,0.0,False,0.0,False,,"        session: Session = None,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=10.52GiB budget=8.00GiB seq_len=14203,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,MTgeophysics/mtpy-v2,tests/core/test_mt_collection.py,MTgeophysics/mtpy-v2/tests/core/test_mt_collection.py#25,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",22556,22556,21248,21248,0,0.0,False,0.0,False,,            original = MT(tf_fn),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=26.53GiB budget=8.00GiB seq_len=22556,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,AIFSH/NativeSpeaker,src/core.py,AIFSH/NativeSpeaker/src/core.py#26,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",9920,2142,9371,1593,49,0.7841,False,0.2877,False,"voice_temp_file, noise_temp_file = AudioProcess(self.input_file, self.temp_manager).split(self.input_file)",        audio_process = AudioProcess(15),5.33,ok,,,5.132
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,acolas1/KGSimple,simplify_batched.py,acolas1/KGSimple/simplify_batched.py#27,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",21770,21770,21219,21219,0,0.0,False,0.0,False,,"        scores.append({""name"": ""fluency"", ""model"": FluencyScorer(1, log=False, laplace_smooth=True, prob_dict_path=args.prob_dict_path), ""sign"": 1, ""weight"": 1.0})",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=24.72GiB budget=8.00GiB seq_len=21770,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,shercoo/RGDiffSR,ldm/models/diffusion/ddpm.py,shercoo/RGDiffSR/ldm/models/diffusion/ddpm.py#28,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",11682,3266,10139,1723,49,0.7204,False,0.2812,False,if not exists(log['conditioning']):,            elif isimage(xc):,6.18,ok,,,7.117
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,asdfghjil/XMUCourseCheckin,checkin.py,asdfghjil/XMUCourseCheckin/checkin.py#29,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1476,1063,497,84,45,0.2798,False,0.6829,False,"def courseCheckin(session, http_header, userInfo):","    lesson = printCheckinList(session, http_header, userInfo, today=True)",2.9,ok,,,0.114
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,KAIST-AILab/palr,train.py,KAIST-AILab/palr/train.py#30,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",17961,17961,16860,16860,0,0.0,False,0.0,False,,        trainer = PALR(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=16.82GiB budget=8.00GiB seq_len=17961,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,acolas1/KGSimple,simplify.py,acolas1/KGSimple/simplify.py#31,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",19475,19475,19089,19089,0,0.0,False,0.0,False,,"        model = GAP_Type_model.from_pretrained(checkpoint,t_emb_dim=t_emb_dim)",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=19.78GiB budget=8.00GiB seq_len=19475,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,kakaobrain/cxr-clip,cxrclip/data/datasets/imagetext.py,kakaobrain/cxr-clip/cxrclip/data/datasets/imagetext.py#32,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1874,1249,753,128,44,0.3335,False,0.2991,False,"if self.split == ""train"" and self.text_sampling == ""prompt"":",            text = generate_report_from_labels(,2.85,ok,,,0.183
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,shell-nlp/gpt_server,gpt_server/serving/main.py,shell-nlp/gpt_server/gpt_server/serving/main.py#33,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1009,696,377,64,51,0.3102,False,0.4615,False,"+ f"" --model_name_or_path {model_name_or_path}""","                + f"" --master_port {get_free_tcp_port()}""",2.75,ok,,,0.053
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,cyberark/ark-sdk-python,tests/unit/auth/test_ark_isp_auth.py,cyberark/ark-sdk-python/tests/unit/auth/test_ark_isp_auth.py#34,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2667,720,2345,398,41,0.73,False,0.124,False,# Your code here,"        session_mock.return_value.post.side_effect = [START_AUTH_SUCCESS_RESPONSE, ADVANCE_AUTH_SUCCESS_RESPONSE]",2.93,ok,,,0.371
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,owkin/fedeca,fedeca/tests/strategies/test_webdisco.py,owkin/fedeca/fedeca/tests/strategies/test_webdisco.py#35,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",20123,20123,18839,18839,0,0.0,False,0.0,False,,"        cls.model = CoxPHModelTorch(ndim=ndim, torch_dtype=torch_dtype)",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=21.12GiB budget=8.00GiB seq_len=20123,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,ej52/hass-ollama-conversation,custom_components/ollama_conversation/config_flow.py,ej52/hass-ollama-conversation/custom_components/ollama_conversation/config_flow.py#36,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",2002,752,1506,256,53,0.6244,False,0.9111,False,CONF_PROMPT_SYSTEM: DEFAULT_PROMPT_SYSTEM,        CONF_PROMPT_SYSTEM: DEFAULT_PROMPT_SYSTEM,2.83,ok,,,0.209
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,Graph-and-Geometric-Learning/D4Explainer,main.py,Graph-and-Geometric-Learning/D4Explainer/main.py#37,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1230,707,630,107,47,0.4252,False,0.3964,False,"train_loader, val_loader, test_loader = do_datasets(args.dataset, args.root)",args.task = task_type[args.dataset],2.75,ok,,,0.079
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,RoboFlamingo/RoboFlamingo,robot_flamingo/data/data.py,RoboFlamingo/RoboFlamingo/robot_flamingo/data/data.py#38,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6953,2275,5635,957,37,0.6728,False,0.3333,False,# Path: robot_flamingo/data/data.py,    calvin_dataset = RealDatasetHDF5(,4.4,ok,,,2.521
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,Czm369/MixPL,mmdet/configs/rtmdet/rtmdet_ins_l_8xb32_300e_coco.py,Czm369/MixPL/mmdet/configs/rtmdet/rtmdet_ins_l_8xb32_300e_coco.py#39,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",23194,23194,22356,22356,0,0.0,False,0.0,False,,"    dict(type=YOLOXHSVRandomAug),",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=28.06GiB budget=8.00GiB seq_len=23194,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,modelscope/llmuses,llmuses/run_ms.py,modelscope/llmuses/llmuses/run_ms.py#40,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6895,2067,5816,988,50,0.7002,False,0.2098,False,raise NotImplementedError('Few-shot eval is not implemented yet.'),"            model_adapter = ContinuationLogitsModelAdapter(model_id=model_id,",4.43,ok,,,2.479
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,zju3dv/EasyVolcap,scripts/gaussian/merge_pcd.py,zju3dv/EasyVolcap/scripts/gaussian/merge_pcd.py#41,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1171,395,934,158,58,0.6627,False,0.2778,False,# Load the points from the .ply file,"        v, c, n, s = load_pts(vhull)",3.01,ok,,,0.072
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,VILA-Lab/GBLM-Pruner,lib/prune.py,VILA-Lab/GBLM-Pruner/lib/prune.py#42,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3054,1705,1625,276,48,0.4417,False,0.9268,False,"wrapped_layers[name] = WrappedGPT(subset[name], layer_id=i, layer_name=name)","            wrapped_layers[name] = WrappedGPT(subset[name], layer_id=i, layer_name=name)",3.11,ok,,,0.486
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,chenruduan/OAReactDiff,oa_reactdiff/tests/model/test_equiv.py,chenruduan/OAReactDiff/oa_reactdiff/tests/model/test_equiv.py#43,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",5093,1505,4322,734,37,0.7045,False,0.5862,False,"self.assertTrue(tensor_relative_diff(_pos, _pos_rot) < TIGHT_EPS)","            print(tensor_relative_diff(_h, _h_rot))",3.64,ok,,,1.353
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,ruudjuffermans/Event-Driven-Backtester,example.py,ruudjuffermans/Event-Driven-Backtester/example.py#44,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3240,698,3062,520,65,0.7846,False,0.8661,False,"loop = Loop(generator, execution, portfolio, strategy, 100000.0)","backtest = Loop(generator, execution, portfolio, strategy, 0.0)",3.06,ok,,,0.547
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,RobertCsordas/moe_attention,tasks/simple/language_model/transformer_lm_mixin.py,RobertCsordas/moe_attention/tasks/simple/language_model/transformer_lm_mixin.py#45,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",17617,17617,16010,16010,0,0.0,False,0.0,False,,"    def train_step(self) -> Tuple[Result, Dict[str, Any]]:",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=16.19GiB budget=8.00GiB seq_len=17617,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,IDSIA/automated-cl,main.py,IDSIA/automated-cl/main.py#46,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",19431,19431,17148,17148,0,0.0,False,0.0,False,,    dataloader_a = BatchMetaDataLoader(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=19.69GiB budget=8.00GiB seq_len=19431,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,kayprogrammer/socialnet-v2,apps/accounts/views.py,kayprogrammer/socialnet-v2/apps/accounts/views.py#47,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",3359,1312,2466,419,47,0.6094,False,0.1667,False,"status_code=204,","    auth=AuthUser(),",3.16,ok,,,0.588
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,SALT-NLP/Efficient_Unlearning,src/models/transformers/parameter-efficient-finetuning/models/auto/adapter_model.py,SALT-NLP/Efficient_Unlearning/src/models/transformers/parameter-efficient-finetuning/models/auto/adapter_model.py#48,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",4163,1062,3736,635,43,0.7449,False,0.3089,False,# Complete the next line by registering the adapter models and model with heads,class AutoAdapterModel(_BaseAutoModelClass):,3.33,ok,,,0.904
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,alipay/PainlessInferenceAcceleration,pia/lookahead/models/baichuan/modeling_baichuan.py,alipay/PainlessInferenceAcceleration/pia/lookahead/models/baichuan/modeling_baichuan.py#49,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",14997,14997,13527,13527,0,0.0,False,0.0,False,,class BaichuanPreTrainedModel(LookaheadPreTrainedModel):,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=11.73GiB budget=8.00GiB seq_len=14997,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,modelscope/normal-depth-diffusion,ldm/models/diffusion/ddpm.py,modelscope/normal-depth-diffusion/ldm/models/diffusion/ddpm.py#50,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",13202,13202,12018,12018,0,0.0,False,0.0,False,,            self.prior_model = instantiate_from_config(prior_model),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=9.09GiB budget=8.00GiB seq_len=13202,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,mpenning/ciscoconfparse2,ciscoconfparse2/ciscoconfparse2.py,mpenning/ciscoconfparse2/ciscoconfparse2/ciscoconfparse2.py#51,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",42488,42488,41606,41606,0,0.0,False,0.0,False,,"    NXOSAccessLine,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=94.15GiB budget=8.00GiB seq_len=42488,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,newcastleuniversity/DISPEL,dispel/providers/generic/tasks/pinch/steps.py,newcastleuniversity/DISPEL/dispel/providers/generic/tasks/pinch/steps.py#52,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",29195,29195,27695,27695,0,0.0,False,0.0,False,,    aggregations = DEFAULT_AGGREGATIONS_Q95_CV,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=44.45GiB budget=8.00GiB seq_len=29195,0.0
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,ali-vilab/dreamtalk,inference_for_demo_video.py,ali-vilab/dreamtalk/inference_for_demo_video.py#53,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",6820,2114,5669,963,57,0.69,False,0.8807,False,"crop_src_image(args.image_path, src_img_path, 1.25)","        crop_src_image(args.image_path, src_img_path, 0.4)",4.08,ok,,,2.426
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,CodeWithEmad/num2fa,num2fa/converters/word_converter.py,CodeWithEmad/num2fa/num2fa/converters/word_converter.py#54,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1095,650,536,91,39,0.4064,False,0.4444,False,sign + _natural_words(numerator) + fraction_separator + _natural_words(denominator),                + _natural_words(numerator),2.77,ok,,,0.063
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,lmb-freiburg/ldce,scripts/ldce.py,lmb-freiburg/ldce/scripts/ldce.py#55,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",11665,3164,10242,1741,47,0.7288,False,0.2059,False,# Complete the next line:,    classifier_model.train = disabled_train,6.89,ok,,,7.097
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,SkunkworksAI/BakLLaVA,llava/model/language_model/mpt/modeling_mpt.py,SkunkworksAI/BakLLaVA/llava/model/language_model/mpt/modeling_mpt.py#56,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",8048,3160,5888,1000,47,0.6074,False,0.3763,False,init_fn = MODEL_INIT_REGISTRY[init_fn_name],"        MODEL_INIT_REGISTRY[init_fn_name](module=module, n_layers=self.config.n_layers, d_model=self.config.d_model, **self.config.init_config)",4.51,ok,,,3.378
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,openvinotoolkit/openvino.genai,llm_bench/python/utils/conversion_utils/helpers.py,openvinotoolkit/openvino.genai/llm_bench/python/utils/conversion_utils/helpers.py#57,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",1624,977,779,132,50,0.3984,False,0.0875,False,"compression_args = {""quantization_approach"": ""static"", ""bits"": 4, ""group_size"": 128, ""use_qsymm_to qint8"": True}",        if model_id in INT4_MODEL_CONFIGURATION:,2.82,ok,,,0.138
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,OPPOMKLab/u-LLaVA,models/GroundingDINO/groundingdino/models/GroundingDINO/groundingdino.py,OPPOMKLab/u-LLaVA/models/GroundingDINO/groundingdino/models/GroundingDINO/groundingdino.py#58,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",10054,2828,8705,1479,52,0.7187,False,0.1698,False,# Path: models/GroundingDINO/groundinggino.py,            samples = nested_tensor_from_tensor_list(samples),5.32,ok,,,5.272
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,open-mmlab/PIA,predict.py,open-mmlab/PIA/predict.py#59,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",7675,1837,7033,1195,56,0.7607,False,0.8929,False,pipeline_dict[style] = I2VPipeline.build_pipeline(,            pipeline_dict[style] = I2VPipeline.build_pipeline(,4.67,ok,,,3.072
qwen25-7b,Qwen/Qwen2.5-7B-Instruct,BobaZooba/xllm,tests/conftest.py,BobaZooba/xllm/tests/conftest.py#60,6x,22,"[24, 1, 25, 22, 17, 26, 7, 12]",12296,2951,11258,1913,45,0.76,False,0.2222,False,return arguments,"        log_level=enums.LogLevel.info,",6.12,ok,,,7.885
