model_key,model_hf_id,repo_name,file_path,example_id,setting_name,evaluator_layer,evaluator_heads,original_input_tokens,compressed_input_tokens,original_context_tokens,compressed_context_tokens,observation_window_tokens,input_token_reduction,exact_match,edit_sim,prefix_match,prediction,gold_next_line,elapsed_s,status,error_type,error_message,attention_estimated_gb
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,spla-tam/SplaTAM,scripts/splatam.py,spla-tam/SplaTAM/scripts/splatam.py#23,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",20206,20206,18492,18492,0,0.0,False,0.0,False,,    seed_everything(seed=experiment.config['seed']),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=24.34GiB budget=8.00GiB seq_len=20206,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,aliyun/pai-python-sdk,pai/model.py,aliyun/pai-python-sdk/pai/model.py#24,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",14127,14127,13000,13000,0,0.0,False,0.0,False,,"        session: Session = None,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=11.90GiB budget=8.00GiB seq_len=14127,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,MTgeophysics/mtpy-v2,tests/core/test_mt_collection.py,MTgeophysics/mtpy-v2/tests/core/test_mt_collection.py#25,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",22159,22159,21170,21170,0,0.0,False,0.0,False,,            original = MT(tf_fn),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=29.27GiB budget=8.00GiB seq_len=22159,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,AIFSH/NativeSpeaker,src/core.py,AIFSH/NativeSpeaker/src/core.py#26,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",9849,2128,9302,1581,48,0.7839,False,0.6897,False,"audio_process = AudioProcess(agg, is_tta=False)",        audio_process = AudioProcess(15),3.92,ok,,,5.782
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,acolas1/KGSimple,simplify_batched.py,acolas1/KGSimple/simplify_batched.py#27,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",21710,21710,21159,21159,0,0.0,False,0.0,False,,"        scores.append({""name"": ""fluency"", ""model"": FluencyScorer(1, log=False, laplace_smooth=True, prob_dict_path=args.prob_dict_path), ""sign"": 1, ""weight"": 1.0})",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=28.09GiB budget=8.00GiB seq_len=21710,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,shercoo/RGDiffSR,ldm/models/diffusion/ddpm.py,shercoo/RGDiffSR/ldm/models/diffusion/ddpm.py#28,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",11573,3245,10033,1705,49,0.7196,False,0.359,False,if sample:,            elif isimage(xc):,4.97,ok,,,7.983
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,asdfghjil/XMUCourseCheckin,checkin.py,asdfghjil/XMUCourseCheckin/checkin.py#29,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1475,1060,499,84,45,0.2814,False,0.803,False,"lessonList = getCheckinList(session, http_header, userInfo)","    lesson = printCheckinList(session, http_header, userInfo, today=True)",1.8,ok,,,0.13
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,KAIST-AILab/palr,train.py,KAIST-AILab/palr/train.py#30,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",17793,17793,16692,16692,0,0.0,False,0.0,False,,        trainer = PALR(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=18.87GiB budget=8.00GiB seq_len=17793,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,acolas1/KGSimple,simplify.py,acolas1/KGSimple/simplify.py#31,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",19431,19431,19045,19045,0,0.0,False,0.0,False,,"        model = GAP_Type_model.from_pretrained(checkpoint,t_emb_dim=t_emb_dim)",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=22.50GiB budget=8.00GiB seq_len=19431,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,kakaobrain/cxr-clip,cxrclip/data/datasets/imagetext.py,kakaobrain/cxr-clip/cxrclip/data/datasets/imagetext.py#32,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1860,1246,739,125,44,0.3301,False,0.1791,False,if self.prompt_json:,            text = generate_report_from_labels(,1.84,ok,,,0.206
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,shell-nlp/gpt_server,gpt_server/serving/main.py,shell-nlp/gpt_server/gpt_server/serving/main.py#33,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1005,692,377,64,51,0.3114,False,0.4615,False,"+ f"" --model_name_or_path {model_name_or_path}""","                + f"" --master_port {get_free_tcp_port()}""",1.78,ok,,,0.06
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,cyberark/ark-sdk-python,tests/unit/auth/test_ark_isp_auth.py,cyberark/ark-sdk-python/tests/unit/auth/test_ark_isp_auth.py#34,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",2656,718,2334,396,41,0.7297,False,0.2812,False,# assert that the session_mock.post method is called with the correct arguments,"        session_mock.return_value.post.side_effect = [START_AUTH_SUCCESS_RESPONSE, ADVANCE_AUTH_SUCCESS_RESPONSE]",1.87,ok,,,0.42
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,owkin/fedeca,fedeca/tests/strategies/test_webdisco.py,owkin/fedeca/fedeca/tests/strategies/test_webdisco.py#35,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",20049,20049,18766,18766,0,0.0,False,0.0,False,,"        cls.model = CoxPHModelTorch(ndim=ndim, torch_dtype=torch_dtype)",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=23.96GiB budget=8.00GiB seq_len=20049,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,ej52/hass-ollama-conversation,custom_components/ollama_conversation/config_flow.py,ej52/hass-ollama-conversation/custom_components/ollama_conversation/config_flow.py#36,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1991,750,1495,254,53,0.6233,False,0.9111,False,CONF_PROMPT_SYSTEM: DEFAULT_PROMPT_SYSTEM,        CONF_PROMPT_SYSTEM: DEFAULT_PROMPT_SYSTEM,1.77,ok,,,0.236
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,Graph-and-Geometric-Learning/D4Explainer,main.py,Graph-and-Geometric-Learning/D4Explainer/main.py#37,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1211,694,622,105,47,0.4269,False,0.3962,False,"train_dataset, val_dataset = get_datasets(args.dataset, root=args.root)",args.task = task_type[args.dataset],1.78,ok,,,0.087
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,RoboFlamingo/RoboFlamingo,robot_flamingo/data/data.py,RoboFlamingo/RoboFlamingo/robot_flamingo/data/data.py#38,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6853,2253,5541,941,37,0.6712,False,0.3333,False,# Path: robot_flamingo/data/data.py,    calvin_dataset = RealDatasetHDF5(,3.05,ok,,,2.799
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,Czm369/MixPL,mmdet/configs/rtmdet/rtmdet_ins_l_8xb32_300e_coco.py,Czm369/MixPL/mmdet/configs/rtmdet/rtmdet_ins_l_8xb32_300e_coco.py#39,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",23050,23050,22244,22244,0,0.0,False,0.0,False,,"    dict(type=YOLOXHSVRandomAug),",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=31.67GiB budget=8.00GiB seq_len=23050,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,modelscope/llmuses,llmuses/run_ms.py,modelscope/llmuses/llmuses/run_ms.py#40,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6818,2047,5748,977,50,0.6998,False,0.3969,False,model_adapter.model = model_adapter.model_cfg['model'],"            model_adapter = ContinuationLogitsModelAdapter(model_id=model_id,",2.75,ok,,,2.771
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,zju3dv/EasyVolcap,scripts/gaussian/merge_pcd.py,zju3dv/EasyVolcap/scripts/gaussian/merge_pcd.py#41,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1140,387,907,154,58,0.6605,False,0.3434,False,vs.append(load_pts(vhull))  # Load the points from the.ply file,"        v, c, n, s = load_pts(vhull)",1.69,ok,,,0.077
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,VILA-Lab/GBLM-Pruner,lib/prune.py,VILA-Lab/GBLM-Pruner/lib/prune.py#42,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3037,1695,1616,274,48,0.4419,False,0.7347,False,"wrapped_layers[name] = WrappedGPT(subset[name], device=dev)","            wrapped_layers[name] = WrappedGPT(subset[name], layer_id=i, layer_name=name)",2.13,ok,,,0.55
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,chenruduan/OAReactDiff,oa_reactdiff/tests/model/test_equiv.py,chenruduan/OAReactDiff/oa_reactdiff/tests/model/test_equiv.py#43,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",5073,1499,4306,732,37,0.7045,False,0.1791,False,self.assertTrue(,"            print(tensor_relative_diff(_h, _h_rot))",2.4,ok,,,1.534
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,ruudjuffermans/Event-Driven-Backtester,example.py,ruudjuffermans/Event-Driven-Backtester/example.py#44,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3214,687,3044,517,59,0.7862,False,0.2133,False,loop = Loop(,"backtest = Loop(generator, execution, portfolio, strategy, 0.0)",1.97,ok,,,0.616
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,RobertCsordas/moe_attention,tasks/simple/language_model/transformer_lm_mixin.py,RobertCsordas/moe_attention/tasks/simple/language_model/transformer_lm_mixin.py#45,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",17529,17529,15925,15925,0,0.0,False,0.0,False,,"    def train_step(self) -> Tuple[Result, Dict[str, Any]]:",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=18.31GiB budget=8.00GiB seq_len=17529,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,IDSIA/automated-cl,main.py,IDSIA/automated-cl/main.py#46,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",19157,19157,16940,16940,0,0.0,False,0.0,False,,    dataloader_a = BatchMetaDataLoader(,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=21.87GiB budget=8.00GiB seq_len=19157,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,kayprogrammer/socialnet-v2,apps/accounts/views.py,kayprogrammer/socialnet-v2/apps/accounts/views.py#47,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",3307,1286,2434,413,45,0.6111,False,0.2174,False,async def logout(request):,"    auth=AuthUser(),",2.07,ok,,,0.652
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,SALT-NLP/Efficient_Unlearning,src/models/transformers/parameter-efficient-finetuning/models/auto/adapter_model.py,SALT-NLP/Efficient_Unlearning/src/models/transformers/parameter-efficient-finetuning/models/auto/adapter_model.py#48,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",4159,1061,3732,634,43,0.7449,False,0.382,False,"def register(cls, config_class, model_class):",class AutoAdapterModel(_BaseAutoModelClass):,2.13,ok,,,1.031
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,alipay/PainlessInferenceAcceleration,pia/lookahead/models/baichuan/modeling_baichuan.py,alipay/PainlessInferenceAcceleration/pia/lookahead/models/baichuan/modeling_baichuan.py#49,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",14943,14943,13473,13473,0,0.0,False,0.0,False,,class BaichuanPreTrainedModel(LookaheadPreTrainedModel):,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=13.31GiB budget=8.00GiB seq_len=14943,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,modelscope/normal-depth-diffusion,ldm/models/diffusion/ddpm.py,modelscope/normal-depth-diffusion/ldm/models/diffusion/ddpm.py#50,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",13135,13135,11957,11957,0,0.0,False,0.0,False,,            self.prior_model = instantiate_from_config(prior_model),0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=10.28GiB budget=8.00GiB seq_len=13135,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,mpenning/ciscoconfparse2,ciscoconfparse2/ciscoconfparse2.py,mpenning/ciscoconfparse2/ciscoconfparse2/ciscoconfparse2.py#51,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",41909,41909,41029,41029,0,0.0,False,0.0,False,,"    NXOSAccessLine,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=104.69GiB budget=8.00GiB seq_len=41909,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,newcastleuniversity/DISPEL,dispel/providers/generic/tasks/pinch/steps.py,newcastleuniversity/DISPEL/dispel/providers/generic/tasks/pinch/steps.py#52,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",29161,29161,27666,27666,0,0.0,False,0.0,False,,    aggregations = DEFAULT_AGGREGATIONS_Q95_CV,0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=50.69GiB budget=8.00GiB seq_len=29161,0.0
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,ali-vilab/dreamtalk,inference_for_demo_video.py,ali-vilab/dreamtalk/inference_for_demo_video.py#53,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",6728,2082,5597,951,57,0.6905,False,0.5676,False,"crop_src_image(src_img_path, src_img_path, 1.5, detector=dlib.get_frontal_face_detector())","        crop_src_image(args.image_path, src_img_path, 0.4)",2.65,ok,,,2.698
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,CodeWithEmad/num2fa,num2fa/converters/word_converter.py,CodeWithEmad/num2fa/num2fa/converters/word_converter.py#54,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1090,647,533,90,39,0.4064,False,0.5057,False,"+ _point_words(numerator, decimal_separator)",                + _natural_words(numerator),1.71,ok,,,0.071
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,lmb-freiburg/ldce,scripts/ldce.py,lmb-freiburg/ldce/scripts/ldce.py#55,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",11551,3121,10156,1726,47,0.7298,False,0.2619,False,"dataset = get_dataset(cfg, last_data_idx)",    classifier_model.train = disabled_train,4.98,ok,,,7.953
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,SkunkworksAI/BakLLaVA,llava/model/language_model/mpt/modeling_mpt.py,SkunkworksAI/BakLLaVA/llava/model/language_model/mpt/modeling_mpt.py#56,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",8023,3155,5865,997,47,0.6068,False,0.4542,False,"return MODEL_INIT_REGISTRY[init_fn_name](module, self.config.init_config, self.config.init_div_residual, self.config.init_std, self.config.init_verbose)","        MODEL_INIT_REGISTRY[init_fn_name](module=module, n_layers=self.config.n_layers, d_model=self.config.d_model, **self.config.init_config)",3.65,ok,,,3.837
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,openvinotoolkit/openvino.genai,llm_bench/python/utils/conversion_utils/helpers.py,openvinotoolkit/openvino.genai/llm_bench/python/utils/conversion_utils/helpers.py#57,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",1590,965,752,127,49,0.3931,False,0.1471,False,compression_args = {,        if model_id in INT4_MODEL_CONFIGURATION:,1.85,ok,,,0.151
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,OPPOMKLab/u-LLaVA,models/GroundingDINO/groundingdino/models/GroundingDINO/groundingdino.py,OPPOMKLab/u-LLaVA/models/GroundingDINO/groundingdino/models/GroundingDINO/groundingdino.py#58,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",10004,2816,8660,1472,52,0.7185,False,0.4096,False,self.samples = samples,            samples = nested_tensor_from_tensor_list(samples),3.74,ok,,,5.965
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,open-mmlab/PIA,predict.py,open-mmlab/PIA/predict.py#59,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",7609,1824,6969,1184,56,0.7603,False,0.8929,False,pipeline_dict[style] = I2VPipeline.build_pipeline(,            pipeline_dict[style] = I2VPipeline.build_pipeline(,3.16,ok,,,3.451
llama3.1-8b,meta-llama/Llama-3.1-8B-Instruct,BobaZooba/xllm,tests/conftest.py,BobaZooba/xllm/tests/conftest.py#60,6x,13,"[18, 11, 21, 8, 16, 13, 1, 4]",12218,12218,11193,11193,0,0.0,False,0.0,False,,"        log_level=enums.LogLevel.info,",0.0,error,RuntimeError,EHPC attention capture budget exceeded: estimated=8.90GiB budget=8.00GiB seq_len=12218,0.0
